dataset,split,meeting,race_number,horse_number,horse_name,is_debut,current_horse_health,rebuilt_readiness_risk,readiness_reliability,current_trainer_signal,trainer_reliability,score_pure_scaffold,adjusted_health_readiness_slot_only,adjusted_trainer_readiness_slot_only,score_readiness_slot_only,adjusted_health_trainer_reliability_shrink_only,adjusted_trainer_trainer_reliability_shrink_only,score_trainer_reliability_shrink_only,adjusted_health_readiness_plus_trainer_shrink,adjusted_trainer_readiness_plus_trainer_shrink,score_readiness_plus_trainer_shrink,rank_pure_scaffold,rank_readiness_slot_only,rank_trainer_reliability_shrink_only,rank_readiness_plus_trainer_shrink
archive,archive_development,2026-04-15_HappyValley,1,6,喆喆友福,0,64.2,60.5,0.5,82.15,0.5378,64.8589,60.5,82.15,64.719,64.2,71.9123,62.5974,60.5,71.9123,62.4575,3,3,3,3
archive,archive_development,2026-04-15_HappyValley,1,7,東昇鉞,0,62.0,58.5,0.5,57.89,0.5686,60.1044,58.5,57.89,59.9721,62.0,58.8003,60.3055,58.5,58.8003,60.1732,10,10,8,8
archive,archive_development,2026-04-15_HappyValley,1,8,太行美景,0,66.3,60.5,0.5,66.75,0.543,61.6513,60.5,66.75,61.4321,66.3,63.6653,60.9699,60.5,63.6653,60.7507,7,7,7,7
archive,archive_development,2026-04-15_HappyValley,1,9,東方魅影,0,64.2,60.5,0.5,67.085,0.485,60.0675,60.5,67.085,59.9276,64.2,63.4362,59.2614,60.5,63.4362,59.1216,11,11,11,11
archive,archive_development,2026-04-15_HappyValley,1,10,發光發亮,0,66.85,61.0,0.5,60.825,0.5315,62.4635,61.0,60.825,62.2423,66.85,60.4385,62.3781,61.0,60.4385,62.1569,5,5,4,4
archive,archive_development,2026-04-15_HappyValley,1,11,威德勇士,0,66.3,60.5,0.5,60.0,0.3405,61.7549,60.5,60.0,61.5356,66.3,60.0,61.7549,60.5,60.0,61.5356,6,6,5,5
archive,archive_development,2026-04-15_HappyValley,1,12,東方福寶,0,65.75,60.0,0.5,66.4,0.523,60.7567,60.0,66.4,60.5393,65.75,63.3472,60.0823,60.0,63.3472,59.8649,9,9,9,10
archive,archive_development,2026-04-15_HappyValley,2,1,歡樂老撾,0,61.25,61.0,0.5,70.085,0.7917,63.5186,61.0,70.085,63.5092,61.25,67.9843,63.0546,61.0,67.9843,63.0451,4,4,4,4
archive,archive_development,2026-04-15_HappyValley,2,2,問鼎巔峰,0,60.7,60.5,0.5,59.35,0.4814,57.563,60.5,59.35,57.5554,60.7,59.6871,57.6374,60.5,59.6871,57.6299,12,12,12,12
archive,archive_development,2026-04-15_HappyValley,2,3,小皇爺,0,64.75,61.0,0.5,59.815,0.6447,62.3929,61.0,59.815,62.2511,64.75,59.8807,62.4074,61.0,59.8807,62.2656,6,6,5,5
archive,archive_development,2026-04-15_HappyValley,2,4,星之願,0,64.2,60.5,0.5,66.225,0.7498,62.2738,60.5,66.225,62.134,64.2,64.6675,61.9298,60.5,64.6675,61.7899,7,7,6,6
archive,archive_development,2026-04-15_HappyValley,2,5,科創世紀,0,63.65,60.0,0.5,60.0,0.6802,60.5028,60.0,60.0,60.3649,63.65,60.0,60.5028,60.0,60.0,60.3649,10,10,10,10
archive,archive_development,2026-04-15_HappyValley,2,6,富裕君子,0,64.75,61.0,0.5,83.65,0.5106,66.3922,61.0,83.65,66.2504,64.75,72.0757,63.8354,61.0,72.0757,63.6937,2,2,3,3
archive,archive_development,2026-04-15_HappyValley,2,7,東方寶寶,0,62.0,58.5,0.5,70.45,0.7502,64.9593,58.5,70.45,64.827,62.0,67.8396,64.3826,58.5,67.8396,64.2503,3,3,2,2
archive,archive_development,2026-04-15_HappyValley,2,8,美神來,0,64.2,60.5,0.5,78.525,0.5702,63.2615,60.5,78.525,63.1216,64.2,70.563,61.5027,60.5,70.563,61.3628,5,5,7,7
archive,archive_development,2026-04-15_HappyValley,2,9,龍又生,0,64.75,61.0,0.5,84.85,0.6811,70.2505,61.0,84.85,70.1087,64.75,76.9253,68.4999,61.0,76.9253,68.3582,1,1,1,1
archive,archive_development,2026-04-15_HappyValley,2,10,華美之威,0,63.65,60.0,0.5,68.25,0.5845,61.859,60.0,68.25,61.721,63.65,64.8221,61.1018,60.0,64.8221,60.9638,8,8,9,8
archive,archive_development,2026-04-15_HappyValley,2,11,勁爽,0,65.75,60.0,0.5,58.9,0.506,59.7525,60.0,58.9,59.5351,65.75,59.4434,59.8725,60.0,59.4434,59.6552,11,11,11,11
archive,archive_development,2026-04-15_HappyValley,2,12,常多笑,0,66.3,60.5,0.5,64.825,0.4302,61.7481,60.5,64.825,61.5288,66.3,62.0757,61.1408,60.5,62.0757,60.9215,9,9,8,9
archive,archive_development,2026-04-15_HappyValley,3,1,凡凡有餘,0,58.95,60.0,0.0,84.62,0.7534,69.2626,60.0,84.62,69.3023,58.95,78.5487,67.9215,60.0,78.5487,67.9612,1,1,1,1
archive,archive_development,2026-04-15_HappyValley,3,2,鬆啲,0,62.45,60.0,0.0,68.35,0.6289,63.1906,60.0,68.35,63.098,62.45,65.2513,62.5061,60.0,65.2513,62.4135,7,7,8,8
archive,archive_development,2026-04-15_HappyValley,3,3,紫荊戰士,0,62.45,60.0,0.0,67.015,0.7614,61.2398,60.0,67.015,61.1472,62.45,65.3412,60.8701,60.0,65.3412,60.7775,12,12,11,11
archive,archive_development,2026-04-15_HappyValley,3,4,先到先得,0,62.45,60.0,0.0,78.71,0.753,67.5399,60.0,78.71,67.4473,62.45,74.0886,66.5191,60.0,74.0886,66.4265,2,2,2,2
archive,archive_development,2026-04-15_HappyValley,3,5,追風,0,62.45,60.0,0.0,70.275,0.5894,61.4029,60.0,70.275,61.3103,62.45,66.0561,60.4709,60.0,66.0561,60.3783,11,11,12,12
archive,archive_development,2026-04-15_HappyValley,3,6,極速滿貫,0,62.45,60.0,0.0,63.4,0.4926,62.9602,60.0,63.4,62.8676,62.45,61.6748,62.5791,60.0,61.6748,62.4865,8,8,7,7
archive,archive_development,2026-04-15_HappyValley,3,7,紅磚戰士,0,62.45,60.0,0.0,67.69,0.7654,65.6944,60.0,67.69,65.6018,62.45,65.8859,65.2959,60.0,65.8859,65.2033,4,4,4,4
archive,archive_development,2026-04-15_HappyValley,3,8,翠湖烈風,0,64.55,60.0,0.0,64.49,0.7206,61.6141,60.0,64.49,61.4421,64.55,63.2355,61.3369,60.0,63.2355,61.165,10,10,10,10
archive,archive_development,2026-04-15_HappyValley,3,9,至高心得,0,64.55,60.0,0.0,65.74,0.7444,65.8174,60.0,65.74,65.6454,64.55,64.2729,65.4933,60.0,64.2729,65.3213,3,3,3,3
archive,archive_development,2026-04-15_HappyValley,3,10,時間寶,0,64.55,60.0,0.0,64.95,0.4426,62.7951,60.0,64.95,62.6231,64.55,62.1909,62.1856,60.0,62.1909,62.0136,9,9,9,9
archive,archive_development,2026-04-15_HappyValley,3,11,爆竹,0,64.55,60.0,0.0,69.075,0.6002,64.1808,60.0,69.075,64.0088,64.55,65.4468,63.3793,60.0,65.4468,63.2074,6,6,6,6
archive,archive_development,2026-04-15_HappyValley,3,12,手到再來,0,64.55,60.0,0.0,72.25,0.6464,65.325,60.0,72.25,65.1531,64.55,67.9184,64.3682,60.0,67.9184,64.1962,5,5,5,5
archive,archive_development,2026-04-15_HappyValley,4,1,安可,0,58.95,60.0,0.0,84.77,0.5543,66.8842,60.0,84.77,66.9239,58.95,73.73,64.4455,60.0,73.73,64.4852,4,3,4,4
archive,archive_development,2026-04-15_HappyValley,4,2,浪漫老撾,0,58.95,60.0,0.0,79.9,0.347,68.4094,60.0,79.9,68.4491,58.95,66.9053,65.5389,60.0,66.9053,65.5786,1,1,2,1
archive,archive_development,2026-04-15_HappyValley,4,3,大千氣象,0,62.45,60.0,0.0,82.75,0.3814,67.0069,60.0,82.75,66.9143,62.45,68.6769,63.8981,60.0,68.6769,63.8055,3,4,6,6
archive,archive_development,2026-04-15_HappyValley,4,4,香港神駒,0,62.45,60.0,0.0,75.0,0.4848,67.2596,60.0,75.0,67.167,62.45,67.272,65.5525,60.0,67.272,65.4599,2,2,1,2
archive,archive_development,2026-04-15_HappyValley,4,5,蜜蜜送,0,62.45,60.0,0.0,65.74,0.5584,62.7065,60.0,65.74,62.6139,62.45,63.2052,62.1466,60.0,63.2052,62.054,10,10,9,9
archive,archive_development,2026-04-15_HappyValley,4,6,一支箭,0,64.55,60.0,0.0,65.5,0.2439,61.0745,60.0,65.5,60.9025,64.55,61.3415,60.1559,60.0,61.3415,59.9839,12,12,12,12
archive,archive_development,2026-04-15_HappyValley,4,7,獎星,0,64.55,60.0,0.0,77.25,0.397,66.3553,60.0,77.25,66.1833,64.55,66.8483,64.0576,60.0,66.8483,63.8856,5,5,5,5
archive,archive_development,2026-04-15_HappyValley,4,8,龍船快,0,64.55,60.0,0.0,65.5,0.3939,61.3713,60.0,65.5,61.1993,64.55,62.1664,60.6349,60.0,62.1664,60.4629,11,11,11,11
archive,archive_development,2026-04-15_HappyValley,4,9,君智盛,0,64.55,60.0,0.0,73.575,0.4979,63.3382,60.0,73.575,63.1662,64.55,66.759,61.8326,60.0,66.759,61.6606,8,8,10,10
archive,archive_development,2026-04-15_HappyValley,4,10,竣誠駒,0,64.55,60.0,0.0,60.9,0.4663,64.958,60.0,60.9,64.786,64.55,60.4197,64.8519,60.0,60.4197,64.6799,6,6,3,3
archive,archive_development,2026-04-15_HappyValley,4,11,夢照發,0,64.55,60.0,0.0,72.75,0.4653,63.9702,60.0,72.75,63.7983,64.55,65.9326,62.4643,60.0,65.9326,62.2923,7,7,8,8
archive,archive_development,2026-04-15_HappyValley,4,12,揚威四海,0,64.55,60.0,0.0,60.0,0.4862,62.9136,60.0,60.0,62.7416,64.55,60.0,62.9136,60.0,60.0,62.7416,9,9,7,7
archive,archive_development,2026-04-15_HappyValley,5,1,一起美麗,0,58.95,60.0,0.0,86.87,0.7446,69.5296,60.0,86.87,69.5693,58.95,80.0074,68.0137,60.0,80.0074,68.0534,1,1,1,1
archive,archive_development,2026-04-15_HappyValley,5,2,極光之子,0,62.45,60.0,0.0,67.575,0.6445,61.5208,60.0,67.575,61.4282,62.45,64.8821,60.9259,60.0,64.8821,60.8333,11,11,11,11
archive,archive_development,2026-04-15_HappyValley,5,3,龍文鞭影,0,62.45,60.0,0.0,83.65,0.5106,69.22,60.0,83.65,69.1274,62.45,72.0757,66.6632,60.0,72.0757,66.5706,2,2,2,2
archive,archive_development,2026-04-15_HappyValley,5,4,做好自己,0,62.45,60.0,0.0,70.275,0.6372,64.6091,60.0,70.275,64.5165,62.45,66.5472,63.7857,60.0,66.5472,63.6931,5,4,5,5
archive,archive_development,2026-04-15_HappyValley,5,5,蓮冠皇,0,62.45,60.0,0.0,64.3,0.5235,63.4736,60.0,64.3,63.381,62.45,62.251,63.021,60.0,62.251,62.9284,7,7,7,7
archive,archive_development,2026-04-15_HappyValley,5,6,將義,0,62.45,60.0,0.0,74.025,0.6823,62.2313,60.0,74.025,62.1387,62.45,69.5693,61.247,60.0,69.5693,61.1544,9,9,10,10
archive,archive_development,2026-04-15_HappyValley,5,7,加州活力,0,64.55,60.0,0.0,68.25,0.5845,63.186,60.0,68.25,63.014,64.55,64.8221,62.4288,60.0,64.8221,62.2568,8,8,8,8
archive,archive_development,2026-04-15_HappyValley,5,8,巴閉仔,0,64.55,60.0,0.0,58.9,0.6657,61.8283,60.0,58.9,61.6563,64.55,59.2677,61.9095,60.0,59.2677,61.7375,10,10,9,9
archive,archive_development,2026-04-15_HappyValley,5,9,時時開心,0,64.55,60.0,0.0,60.45,0.5818,64.6167,60.0,60.45,64.4447,64.55,60.2618,64.5751,60.0,60.2618,64.4032,4,5,4,4
archive,archive_development,2026-04-15_HappyValley,5,10,知道穩勝,0,64.55,60.0,0.0,68.025,0.584,63.8413,60.0,68.025,63.6694,64.55,64.6866,63.1039,60.0,64.6866,62.9319,6,6,6,6
archive,archive_development,2026-04-15_HappyValley,5,11,智多多寶,0,64.55,60.0,0.0,68.21,0.6467,65.3428,60.0,68.21,65.1708,64.55,65.3094,64.7021,60.0,65.3094,64.5301,3,3,3,3
archive,archive_development,2026-04-15_HappyValley,6,1,馬達,0,58.95,60.0,0.0,73.575,0.71,65.4839,60.0,73.575,65.5236,58.95,69.6382,64.6143,60.0,69.6382,64.654,3,3,3,3
archive,archive_development,2026-04-15_HappyValley,6,3,勇霸龍,0,58.95,60.0,0.0,79.075,0.7422,62.7068,60.0,79.075,62.7465,58.95,74.1575,61.6205,60.0,74.1575,61.6602,9,9,9,9
archive,archive_development,2026-04-15_HappyValley,6,5,金發盛世,0,58.95,60.0,0.0,61.275,0.6721,64.2951,60.0,61.275,64.3348,58.95,60.8569,64.2028,60.0,60.8569,64.2425,5,5,5,5
archive,archive_development,2026-04-15_HappyValley,6,6,龍威心得,0,58.95,60.0,0.0,68.21,0.6779,61.1346,60.0,68.21,61.1743,58.95,65.5656,60.5505,60.0,65.5656,60.5901,10,10,10,10
archive,archive_development,2026-04-15_HappyValley,6,7,方圓星,0,58.95,60.0,0.0,73.4,0.7993,64.9435,60.0,73.4,64.9832,58.95,70.7106,64.3494,60.0,70.7106,64.3891,4,4,4,4
archive,archive_development,2026-04-15_HappyValley,6,8,川河石駒,0,62.45,60.0,0.0,83.65,0.5222,69.5272,60.0,83.65,69.4346,62.45,72.35,67.031,60.0,72.35,66.9384,1,1,1,1
archive,archive_development,2026-04-15_HappyValley,6,9,快樂神駒,0,62.45,60.0,0.0,65.775,0.8488,62.9892,60.0,65.775,62.8966,62.45,64.9018,62.7963,60.0,64.9018,62.7037,7,7,6,6
archive,archive_development,2026-04-15_HappyValley,6,10,歷勝,0,62.45,60.0,0.0,68.35,0.6926,62.8478,60.0,68.35,62.7552,62.45,65.7832,62.2808,60.0,65.7832,62.1882,8,8,8,8
archive,archive_development,2026-04-15_HappyValley,6,11,賢者威楓,0,62.45,60.0,0.0,75.4,0.7461,63.5231,60.0,75.4,63.4305,62.45,71.4899,62.6593,60.0,71.4899,62.5667,6,6,7,7
archive,archive_development,2026-04-15_HappyValley,6,12,飛越晨曦,0,64.55,60.0,0.0,72.4,0.6454,65.9523,60.0,72.4,65.7803,64.55,68.003,64.981,60.0,68.003,64.809,2,2,2,2
archive,archive_development,2026-04-15_HappyValley,7,1,當家精彩,0,58.95,60.0,0.0,75.0,0.659,63.9556,60.0,75.0,63.9953,58.95,69.885,62.8257,60.0,69.885,62.8654,7,6,8,7
archive,archive_development,2026-04-15_HappyValley,7,2,縱橫天下,0,58.95,60.0,0.0,60.825,0.4891,58.9375,60.0,60.825,58.9772,58.95,60.4035,58.8444,60.0,60.4035,58.8841,12,12,12,12
archive,archive_development,2026-04-15_HappyValley,7,3,八仟好運,0,58.95,60.0,0.0,79.985,0.8113,67.8845,60.0,79.985,67.9242,58.95,76.2138,67.0515,60.0,76.2138,67.0912,3,3,2,2
archive,archive_development,2026-04-15_HappyValley,7,4,團結戰靈,0,62.45,60.0,0.0,69.71,0.8485,65.7196,60.0,69.71,65.627,62.45,68.2389,65.3946,60.0,68.2389,65.302,4,4,4,4
archive,archive_development,2026-04-15_HappyValley,7,5,彩虹七色,0,62.45,60.0,0.0,84.85,0.7376,69.9689,60.0,84.85,69.8763,62.45,78.3294,68.5285,60.0,78.3294,68.4359,1,1,1,1
archive,archive_development,2026-04-15_HappyValley,7,6,星運少爵,0,62.45,60.0,0.0,83.65,0.5222,68.2627,60.0,83.65,68.17,62.45,72.35,65.7665,60.0,72.35,65.6739,2,2,3,3
archive,archive_development,2026-04-15_HappyValley,7,7,決一劍,0,62.45,60.0,0.0,64.95,0.8023,63.1759,60.0,64.95,63.0833,62.45,63.9714,62.9597,60.0,63.9714,62.8671,8,8,6,6
archive,archive_development,2026-04-15_HappyValley,7,8,巴閉哥,0,64.55,60.0,0.0,65.65,0.4675,64.2692,60.0,65.65,64.0972,64.55,62.6414,63.6046,60.0,62.6414,63.4326,5,5,5,5
archive,archive_development,2026-04-15_HappyValley,7,9,潮流勇駒,0,62.45,60.0,0.0,79.075,0.7422,63.9679,60.0,79.075,63.8752,62.45,74.1575,62.8816,60.0,74.1575,62.789,6,7,7,8
archive,archive_development,2026-04-15_HappyValley,7,10,快又醒,0,62.45,60.0,0.0,60.825,0.632,61.5812,60.0,60.825,61.4886,62.45,60.5214,61.5141,60.0,60.5214,61.4215,10,10,10,10
archive,archive_development,2026-04-15_HappyValley,7,11,環球英雄,0,62.45,60.0,0.0,68.21,0.6779,61.3909,60.0,68.21,61.2983,62.45,65.5656,60.8068,60.0,65.5656,60.7142,11,11,11,11
archive,archive_development,2026-04-15_HappyValley,7,12,加州得力,0,64.55,60.0,0.0,60.0,0.8193,62.6062,60.0,60.0,62.4342,64.55,60.0,62.6062,60.0,60.0,62.4342,9,9,9,9
archive,archive_development,2026-04-15_HappyValley,8,1,銀進,0,58.95,60.0,0.0,83.65,0.5106,64.0487,60.0,83.65,64.0884,58.95,72.0757,61.4919,60.0,72.0757,61.5316,7,7,10,10
archive,archive_development,2026-04-15_HappyValley,8,2,瑪瑙,0,58.95,60.0,0.0,74.95,0.7392,64.5205,60.0,74.95,64.5602,58.95,71.051,63.6593,60.0,71.051,63.6989,6,6,6,6
archive,archive_development,2026-04-15_HappyValley,8,3,膨才,0,58.95,60.0,0.0,58.9,0.5794,59.4006,60.0,58.9,59.4403,58.95,59.3627,59.5028,60.0,59.3627,59.5425,11,11,11,11
archive,archive_development,2026-04-15_HappyValley,8,4,同心同樂,0,58.95,60.0,0.0,75.85,0.6683,64.8269,60.0,75.85,64.8666,58.95,70.5926,63.6655,60.0,70.5926,63.7052,4,4,5,5
archive,archive_development,2026-04-15_HappyValley,8,5,好實力,0,58.95,60.0,0.0,70.275,0.6372,63.1498,60.0,70.275,63.1895,58.95,66.5472,62.3263,60.0,66.5472,62.366,9,9,8,8
archive,archive_development,2026-04-15_HappyValley,8,6,我做到,0,62.45,60.0,0.0,67.575,0.6445,64.6608,60.0,67.575,64.5682,62.45,64.8821,64.0659,60.0,64.8821,63.9733,5,5,4,4
archive,archive_development,2026-04-15_HappyValley,8,7,電訊巴打,0,62.45,60.0,0.0,65.5,0.418,63.6338,60.0,65.5,63.5412,62.45,62.299,62.9267,60.0,62.299,62.8341,8,8,7,7
archive,archive_development,2026-04-15_HappyValley,8,8,穿甲金鷹,0,62.45,60.0,0.0,73.65,0.6178,66.9586,60.0,73.65,66.866,62.45,68.433,65.8061,60.0,68.433,65.7135,1,1,2,1
archive,archive_development,2026-04-15_HappyValley,8,9,浪漫鬥士,0,62.45,60.0,0.0,68.025,0.584,65.6434,60.0,68.025,65.5508,62.45,64.6866,64.9059,60.0,64.6866,64.8133,3,3,3,3
archive,archive_development,2026-04-15_HappyValley,8,10,佳登,0,64.55,60.0,0.0,60.45,0.3893,62.3514,60.0,60.45,62.1794,64.55,60.1752,62.2907,60.0,60.1752,62.1187,10,10,9,9
archive,archive_development,2026-04-15_HappyValley,8,11,榮利雙收,0,64.55,60.0,0.0,68.21,0.6467,66.5203,60.0,68.21,66.3483,64.55,65.3094,65.8796,60.0,65.3094,65.7076,2,2,1,2
archive,archive_development,2026-04-15_HappyValley,9,1,乘數表,0,58.95,60.0,0.0,69.825,0.7428,64.1538,60.0,69.825,64.1935,58.95,67.298,63.5956,60.0,67.298,63.6352,7,7,6,6
archive,archive_development,2026-04-15_HappyValley,9,2,幸運星球,0,58.95,60.0,0.0,68.9,0.7335,65.8029,60.0,68.9,65.8426,58.95,66.5282,65.2789,60.0,66.5282,65.3186,3,3,3,3
archive,archive_development,2026-04-15_HappyValley,9,3,川河動駒,0,62.45,60.0,0.0,74.575,0.6703,64.4326,60.0,74.575,64.34,62.45,69.7696,63.3711,60.0,69.7696,63.2785,5,5,7,7
archive,archive_development,2026-04-15_HappyValley,9,4,福星小子,0,62.45,60.0,0.0,79.985,0.8113,64.0445,60.0,79.985,63.9519,62.45,76.2138,63.2114,60.0,76.2138,63.1188,8,8,8,8
archive,archive_development,2026-04-15_HappyValley,9,5,天外迎天,0,62.45,60.0,0.0,84.62,0.8176,65.5073,60.0,84.62,65.4147,62.45,80.1293,64.5153,60.0,80.1293,64.4227,4,4,4,4
archive,archive_development,2026-04-15_HappyValley,9,6,關鍵所在,0,62.45,60.0,0.0,68.025,0.7259,66.2523,60.0,68.025,66.1597,62.45,65.8253,65.7664,60.0,65.8253,65.6738,2,2,2,2
archive,archive_development,2026-04-15_HappyValley,9,7,嘉應勇將,0,64.55,60.0,0.0,63.39,0.8405,64.3934,60.0,63.39,64.2214,64.55,62.8493,64.274,60.0,62.8493,64.102,6,6,5,5
archive,archive_development,2026-04-15_HappyValley,9,8,勇進駒,0,62.45,60.0,0.0,63.85,0.4733,62.197,60.0,63.85,62.1044,62.45,61.8222,61.749,60.0,61.8222,61.6564,12,12,11,11
archive,archive_development,2026-04-15_HappyValley,9,9,團結勇士,0,62.45,60.0,0.0,60.0,0.7776,62.2742,60.0,60.0,62.1816,62.45,60.0,62.2742,60.0,60.0,62.1816,11,11,10,10
archive,archive_development,2026-04-15_HappyValley,9,10,贏得威楓,0,64.55,60.0,0.0,59.35,0.8148,62.6678,60.0,59.35,62.4958,64.55,59.4704,62.6944,60.0,59.4704,62.5224,10,10,9,9
archive,archive_development,2026-04-15_HappyValley,9,11,幸運大夫,0,64.55,60.0,0.0,75.15,0.7018,62.7427,60.0,75.15,62.5707,64.55,70.6323,61.7447,60.0,70.6323,61.5728,9,9,12,12
archive,archive_development,2026-04-15_HappyValley,9,12,棒棒糖,0,64.55,60.0,0.0,83.65,0.5222,68.6471,60.0,83.65,68.4752,64.55,72.35,66.151,60.0,72.35,65.979,1,1,1,1
archive,archive_development,2026-04-19_ShaTin,1,1,領創動力,0,63.65,60.0,0.5,72.25,0.3102,64.9293,60.0,72.25,64.7913,63.65,63.8,63.0627,60.0,63.8,62.9247,4,4,6,6
archive,archive_development,2026-04-19_ShaTin,1,2,光輝歲月,0,60.7,60.5,0.5,61.01,0.4536,64.4575,60.5,61.01,64.4499,60.7,60.4581,64.3355,60.5,60.4581,64.328,5,5,2,2
archive,archive_development,2026-04-19_ShaTin,1,3,管之友,0,60.7,60.5,0.5,60.0,0.3317,60.1752,60.5,60.0,60.1676,60.7,60.0,60.1752,60.5,60.0,60.1676,11,11,10,10
archive,archive_development,2026-04-19_ShaTin,1,4,風起雲湧,0,61.25,61.0,0.5,69.075,0.494,62.3856,61.0,69.075,62.3761,61.25,64.4831,61.3712,61.0,64.4831,61.3618,8,8,9,9
archive,archive_development,2026-04-19_ShaTin,1,5,怪獸叉燒,0,61.25,61.0,0.5,65.5,0.3877,63.9337,61.0,65.5,63.9243,61.25,62.1324,63.1898,61.0,62.1324,63.1804,6,6,5,5
archive,archive_development,2026-04-19_ShaTin,1,6,十力,0,60.7,60.5,0.5,75.45,0.5975,63.3016,60.5,75.45,63.294,60.7,69.2314,61.9279,60.5,69.2314,61.9203,7,7,7,7
archive,archive_development,2026-04-19_ShaTin,1,7,閃耀威龍,0,58.5,58.5,0.5,60.0,0.4422,59.4145,58.5,60.0,59.4145,58.5,60.0,59.4145,58.5,60.0,59.4145,12,12,12,11
archive,archive_development,2026-04-19_ShaTin,1,8,香港精神,0,63.65,60.0,0.5,60.0,0.2157,65.3124,60.0,60.0,65.1745,63.65,60.0,65.3124,60.0,60.0,65.1745,3,3,1,1
archive,archive_development,2026-04-19_ShaTin,1,9,一鹿歡騰,0,64.75,61.0,0.5,65.39,0.6545,62.0693,61.0,65.39,61.9276,64.75,63.5278,61.658,61.0,63.5278,61.5162,9,9,8,8
archive,archive_development,2026-04-19_ShaTin,1,10,大利好運,0,64.75,61.0,0.5,86.42,0.6046,65.6836,61.0,86.42,65.5419,64.75,75.9735,63.376,61.0,75.9735,63.2343,2,2,4,4
archive,archive_development,2026-04-19_ShaTin,1,11,開心三多,0,64.75,61.0,0.5,73.75,0.4444,65.7545,61.0,73.75,65.6127,64.75,66.1105,64.0669,61.0,66.1105,63.9252,1,1,3,3
archive,archive_development,2026-04-19_ShaTin,1,12,古惑大師,0,63.1,59.5,0.5,75.9,0.5252,61.147,59.5,75.9,61.0109,63.1,68.3507,59.4793,59.5,68.3507,59.3433,10,10,11,12
archive,archive_development,2026-04-19_ShaTin,1,13,捷足奔馳,0,64.25,61.0,0.5,64.5,0.4441,56.9143,61.0,64.5,56.7915,64.25,61.9984,56.3617,61.0,61.9984,56.2389,13,13,14,14
archive,archive_development,2026-04-19_ShaTin,1,14,樂矚心機,0,66.85,61.0,0.5,58.99,0.4888,56.3906,61.0,58.99,56.1695,66.85,59.5063,56.5046,61.0,59.5063,56.2835,14,14,13,13
archive,archive_development,2026-04-19_ShaTin,2,1,飛雲,0,60.7,60.5,0.5,83.65,0.3984,65.9603,60.5,83.65,65.9527,60.7,69.4222,62.8173,60.5,69.4222,62.8098,3,3,6,6
archive,archive_development,2026-04-19_ShaTin,2,2,花香月明,0,60.7,60.5,0.5,58.9,0.3462,60.517,60.5,58.9,60.5094,60.7,59.6192,60.6758,60.5,59.6192,60.6683,12,11,9,9
archive,archive_development,2026-04-19_ShaTin,2,3,超風速,0,64.75,61.0,0.5,65.95,0.0,62.9066,61.0,65.95,62.7649,64.75,60.0,61.5923,61.0,60.0,61.4505,8,8,8,8
archive,archive_development,2026-04-19_ShaTin,2,4,多彩多姿,0,59.6,59.5,0.5,57.89,0.7811,62.9629,59.5,57.89,62.9591,59.6,58.3519,63.0649,59.5,58.3519,63.0611,7,7,5,5
archive,archive_development,2026-04-19_ShaTin,2,5,巴閉佬,0,61.25,61.0,0.5,70.275,0.6566,60.5366,61.0,70.275,60.5272,61.25,66.7466,59.7572,61.0,66.7466,59.7477,10,10,12,12
archive,archive_development,2026-04-19_ShaTin,2,6,鼓浪高升,0,64.75,61.0,0.5,66.075,0.6821,60.5254,61.0,66.075,60.3837,64.75,64.1438,60.0988,61.0,64.1438,59.9571,11,12,10,10
archive,archive_development,2026-04-19_ShaTin,2,7,魅力星,0,64.2,60.5,0.5,78.15,0.8025,68.6651,60.5,78.15,68.5253,64.2,74.5654,67.8733,60.5,74.5654,67.7334,1,1,1,1
archive,archive_development,2026-04-19_ShaTin,2,8,城中勇士,0,66.85,61.0,0.5,70.825,0.506,63.4892,61.0,70.825,63.2681,66.85,65.4775,62.3079,61.0,65.4775,62.0868,6,6,7,7
archive,archive_development,2026-04-19_ShaTin,2,9,爆熱,0,63.65,60.0,0.5,69.075,0.6109,66.9984,60.0,69.075,66.8604,63.65,65.5439,66.2184,60.0,65.5439,66.0804,2,2,2,2
archive,archive_development,2026-04-19_ShaTin,2,10,南區旺,0,64.2,60.5,0.5,73.4,0.6841,60.9778,60.5,73.4,60.8379,64.2,69.1669,60.0427,60.5,69.1669,59.9028,9,9,11,11
archive,archive_development,2026-04-19_ShaTin,2,11,謙謙君子,0,66.3,60.5,0.5,60.0,0.7169,63.6837,60.5,60.0,63.4645,66.3,60.0,63.6837,60.5,60.0,63.4645,5,5,4,4
archive,archive_development,2026-04-19_ShaTin,2,12,快馬加鞭,0,66.3,60.5,0.5,68.9,0.728,65.3698,60.5,68.9,65.1505,66.3,66.4792,64.835,60.5,66.4792,64.6158,4,4,3,3
archive,archive_development,2026-04-19_ShaTin,3,1,日出東方,0,61.25,61.0,0.5,69.45,0.4768,64.6908,61.0,69.45,64.6814,61.25,64.5058,63.5987,61.0,64.5058,63.5892,4,4,5,5
archive,archive_development,2026-04-19_ShaTin,3,2,飛輪霸,0,64.2,60.5,0.5,70.0,0.375,67.1003,60.5,70.0,66.9605,64.2,63.75,65.7197,60.5,63.75,65.5799,1,1,1,1
