RaceClass,Venue,Track,Distance,RestBucket,Wins,Starts,Places,AvgOdds,WinRate,PlaceRate,Scope
Class 4,沙田,AWT,1800,91d+,0,2,1,47.5,0.0,50.0,ClassVenueDistance
Class 5,跑馬地,Turf,1800,91d+,0,2,0,23.5,0.0,0.0,ClassVenueDistance
Group 1,沙田,Turf,1200,91d+,0,2,1,61.5,0.0,50.0,ClassVenueDistance
Group 1,沙田,Turf,1600,<=14d,0,2,0,104.5,0.0,0.0,ClassVenueDistance
Group 1,沙田,Turf,2400,91d+,0,2,2,12.1,0.0,100.0,ClassVenueDistance
Group 1,跑馬地,Turf,1200,29-56d,0,2,1,16.9,0.0,50.0,ClassVenueDistance
Unknown,沙田,Turf,1600,<=14d,0,2,0,14.0,0.0,0.0,ClassVenueDistance
Class 5,沙田,Turf,1800,91d+,1,1,1,10.0,100.0,100.0,ClassVenueDistance
Group 2,沙田,Turf,1200,<=14d,1,1,1,3.9,100.0,100.0,ClassVenueDistance
Group 3,沙田,Turf,2400,29-56d,1,1,1,5.4,100.0,100.0,ClassVenueDistance
Class 1,沙田,Turf,1400,<=14d,0,1,0,10.0,0.0,0.0,ClassVenueDistance
Class 2,沙田,AWT,1200,57-90d,0,1,0,17.0,0.0,0.0,ClassVenueDistance
Class 2,沙田,AWT,1650,57-90d,0,1,0,27.0,0.0,0.0,ClassVenueDistance
Class 2,沙田,Turf,1000,57-90d,0,1,0,19.0,0.0,0.0,ClassVenueDistance
Class 2,沙田,Turf,1000,<=14d,0,1,0,5.0,0.0,0.0,ClassVenueDistance
Class 2,跑馬地,Turf,1000,<=14d,0,1,0,7.2,0.0,0.0,ClassVenueDistance
Class 3,沙田,Turf,2000,57-90d,0,1,0,20.0,0.0,0.0,ClassVenueDistance
Class 4,跑馬地,Turf,2200,91d+,0,1,0,12.0,0.0,0.0,ClassVenueDistance
Class 5,沙田,Turf,2000,57-90d,0,1,0,11.0,0.0,0.0,ClassVenueDistance
Group 1,沙田,Turf,1400,29-56d,0,1,0,126.0,0.0,0.0,ClassVenueDistance
Group 1,沙田,Turf,1400,57-90d,0,1,0,216.0,0.0,0.0,ClassVenueDistance
Group 1,沙田,Turf,1600,57-90d,0,1,0,115.0,0.0,0.0,ClassVenueDistance
Group 1,沙田,Turf,2000,91d+,0,1,1,8.2,0.0,100.0,ClassVenueDistance
Group 1,跑馬地,Turf,1000,57-90d,0,1,0,5.2,0.0,0.0,ClassVenueDistance
Group 2,沙田,Turf,1600,57-90d,0,1,0,28.0,0.0,0.0,ClassVenueDistance
Group 3,沙田,Turf,1400,<=14d,0,1,0,11.0,0.0,0.0,ClassVenueDistance
Group 3,沙田,Turf,1800,91d+,0,1,0,18.0,0.0,0.0,ClassVenueDistance
Group 3,沙田,Turf,2400,15-28d,0,1,0,6.6,0.0,0.0,ClassVenueDistance
Unknown,沙田,Turf,1600,29-56d,0,1,0,52.0,0.0,0.0,ClassVenueDistance
