Jockey,Trainer,Wins,Starts,Places,Profit,AvgOdds,WinRate,PlaceRate,ROI
布文,蘇偉賢,0,5,1,-5.0,13.68,0.0,20.0,-100.0
梁家俊,大衛希斯,0,5,1,-5.0,30.6,0.0,20.0,-100.0
梁家俊,姚本輝,0,5,0,-5.0,13.12,0.0,0.0,-100.0
班德禮,游達榮,0,5,1,-5.0,70.14,0.0,20.0,-100.0
班德禮,蔡約翰,0,5,0,-5.0,33.64,0.0,0.0,-100.0
班德禮,鄭俊偉,0,5,2,-5.0,23.02,0.0,40.0,-100.0
紀仁安,丁冠豪,0,5,2,-5.0,17.34,0.0,40.0,-100.0
紀仁安,告東尼,0,5,0,-5.0,11.72,0.0,0.0,-100.0
紀仁安,巫偉傑,0,5,0,-5.0,14.42,0.0,0.0,-100.0
紀仁安,葉楚航,0,5,0,-5.0,24.44,0.0,0.0,-100.0
紀仁安,鄭俊偉,0,5,2,-5.0,27.6,0.0,40.0,-100.0
艾兆禮,桂福特,0,5,1,-5.0,45.26,0.0,20.0,-100.0
金誠剛,方嘉柏,0,5,0,-5.0,86.2,0.0,0.0,-100.0
金誠剛,蔡約翰,0,5,0,-5.0,34.1,0.0,0.0,-100.0
鍾易禮,呂健威,0,5,1,-5.0,55.6,0.0,20.0,-100.0
鍾易禮,廖康銘,0,5,0,-5.0,34.2,0.0,0.0,-100.0
霍宏聲,葉楚航,0,5,1,-5.0,51.58,0.0,20.0,-100.0
麥文堅,廖康銘,0,5,0,-5.0,39.6,0.0,0.0,-100.0
麥道朗,廖康銘,0,5,1,-5.0,5.3,0.0,20.0,-100.0
麥道朗,葉楚航,0,5,3,-5.0,66.4,0.0,60.0,-100.0
黃寶妮,鄭俊偉,0,5,1,-5.0,33.14,0.0,20.0,-100.0
黃智弘,伍鵬志,0,5,0,-5.0,42.2,0.0,0.0,-100.0
黃智弘,徐雨石,0,5,1,-5.0,88.78,0.0,20.0,-100.0
黃智弘,羅富全,0,5,0,-5.0,13.4,0.0,0.0,-100.0
布浩榮,巫偉傑,1,4,2,2.2,29.95,25.0,50.0,55.0
紀仁安,方嘉柏,1,4,2,6.0,6.5,25.0,50.0,150.0
何澤堯,鄭俊偉,0,4,1,-4.0,23.78,0.0,25.0,-100.0
布文,鄭俊偉,0,4,0,-4.0,11.1,0.0,0.0,-100.0
布浩榮,沈集成,0,4,1,-4.0,33.25,0.0,25.0,-100.0
杜苑欣,丁冠豪,0,4,0,-4.0,27.0,0.0,0.0,-100.0
杜苑欣,蘇偉賢,0,4,2,-4.0,9.82,0.0,50.0,-100.0
梁家俊,蘇偉賢,0,4,0,-4.0,55.75,0.0,0.0,-100.0
潘大衛,廖康銘,0,4,0,-4.0,98.75,0.0,0.0,-100.0
潘大衛,桂福特,0,4,0,-4.0,40.25,0.0,0.0,-100.0
潘明輝,蔡約翰,0,4,0,-4.0,30.5,0.0,0.0,-100.0
紀仁安,韋達,0,4,1,-4.0,29.08,0.0,25.0,-100.0
艾兆禮,巫偉傑,0,4,1,-4.0,23.82,0.0,25.0,-100.0
艾兆禮,沈集成,0,4,0,-4.0,26.6,0.0,0.0,-100.0
艾道拿,呂健威,0,4,1,-4.0,24.28,0.0,25.0,-100.0
董明朗,方嘉柏,0,4,0,-4.0,41.25,0.0,0.0,-100.0
蔡明紹,游達榮,0,4,0,-4.0,89.5,0.0,0.0,-100.0
袁幸堯,羅富全,0,4,2,-4.0,12.22,0.0,50.0,-100.0
鍾易禮,黎昭昇,0,4,0,-4.0,125.5,0.0,0.0,-100.0
霍宏聲,沈集成,0,4,0,-4.0,29.5,0.0,0.0,-100.0
霍宏聲,黎昭昇,0,4,0,-4.0,37.92,0.0,0.0,-100.0
麥文堅,羅富全,0,4,2,-4.0,8.78,0.0,50.0,-100.0
麥道朗,告東尼,0,4,1,-4.0,9.0,0.0,25.0,-100.0
黃寶妮,呂健威,0,4,1,-4.0,25.68,0.0,25.0,-100.0
黃寶妮,巫偉傑,0,4,0,-4.0,15.92,0.0,0.0,-100.0
黃智弘,巫偉傑,0,4,1,-4.0,31.6,0.0,25.0,-100.0
袁幸堯,葉楚航,2,3,2,2.8,9.27,66.67,66.67,93.33
艾兆禮,方嘉柏,1,3,1,2.4000000000000004,7.77,33.33,33.33,80.0
袁幸堯,韋達,1,3,2,2.0,9.27,33.33,66.67,66.67
何澤堯,廖康銘,0,3,1,-3.0,54.9,0.0,33.33,-100.0
周俊樂,大衛希斯,0,3,0,-3.0,12.23,0.0,0.0,-100.0
奧爾民,葉楚航,0,3,0,-3.0,22.33,0.0,0.0,-100.0
巫顯東,游達榮,0,3,0,-3.0,43.0,0.0,0.0,-100.0
布浩榮,方嘉柏,0,3,1,-3.0,28.33,0.0,33.33,-100.0
布浩榮,游達榮,0,3,0,-3.0,32.33,0.0,0.0,-100.0
布浩榮,韋達,0,3,2,-3.0,26.77,0.0,66.67,-100.0
李寶利,方嘉柏,0,3,0,-3.0,9.2,0.0,0.0,-100.0
李寶利,葉楚航,0,3,0,-3.0,42.67,0.0,0.0,-100.0
杜苑欣,韋達,0,3,0,-3.0,28.0,0.0,0.0,-100.0
梁家俊,呂健威,0,3,0,-3.0,50.67,0.0,0.0,-100.0
梁家俊,告東尼,0,3,1,-3.0,27.33,0.0,33.33,-100.0
潘大衛,葉楚航,0,3,0,-3.0,113.67,0.0,0.0,-100.0
潘大衛,黎昭昇,0,3,0,-3.0,41.0,0.0,0.0,-100.0
田泰安,丁冠豪,0,3,0,-3.0,33.0,0.0,0.0,-100.0
紀仁安,大衛希斯,0,3,1,-3.0,15.93,0.0,33.33,-100.0
紀仁安,蘇偉賢,0,3,2,-3.0,12.67,0.0,66.67,-100.0
董明朗,大衛希斯,0,3,0,-3.0,42.0,0.0,0.0,-100.0
董明朗,黎昭昇,0,3,0,-3.0,52.33,0.0,0.0,-100.0
蔡明紹,韋達,0,3,0,-3.0,27.2,0.0,0.0,-100.0
袁幸堯,巫偉傑,0,3,0,-3.0,10.67,0.0,0.0,-100.0
金誠剛,羅富全,0,3,0,-3.0,113.0,0.0,0.0,-100.0
金誠剛,賀賢,0,3,0,-3.0,67.33,0.0,0.0,-100.0
鍾易禮,巫偉傑,0,3,0,-3.0,6.0,0.0,0.0,-100.0
鍾易禮,羅富全,0,3,0,-3.0,86.0,0.0,0.0,-100.0
霍宏聲,賀賢,0,3,0,-3.0,51.67,0.0,0.0,-100.0
霍宏聲,鄭俊偉,0,3,0,-3.0,10.5,0.0,0.0,-100.0
韋紀力,大衛希斯,0,3,1,-3.0,15.87,0.0,33.33,-100.0
麥文堅,徐雨石,0,3,0,-3.0,45.1,0.0,0.0,-100.0
麥文堅,蘇偉賢,0,3,0,-3.0,30.7,0.0,0.0,-100.0
麥文堅,黎昭昇,0,3,0,-3.0,35.67,0.0,0.0,-100.0
黃寶妮,丁冠豪,0,3,1,-3.0,20.7,0.0,33.33,-100.0
黃寶妮,韋達,0,3,2,-3.0,9.33,0.0,66.67,-100.0
黃智弘,呂健威,0,3,1,-3.0,15.07,0.0,33.33,-100.0
黃智弘,韋達,0,3,0,-3.0,48.77,0.0,0.0,-100.0
黃智弘,黎昭昇,0,3,0,-3.0,97.67,0.0,0.0,-100.0
周俊樂,桂福特,1,2,1,0.7999999999999998,57.4,50.0,50.0,40.0
紀仁安,費伯華,1,2,2,0.7000000000000002,5.45,50.0,100.0,35.0
麥道朗,呂健威,1,2,2,-0.5,1.55,50.0,100.0,-25.0
麥道朗,姚本輝,1,2,1,3.5999999999999996,5.15,50.0,50.0,180.0
周俊樂,賀賢,0,2,0,-2.0,18.5,0.0,0.0,-100.0
奧爾民,丁冠豪,0,2,0,-2.0,13.5,0.0,0.0,-100.0
奧爾民,告東尼,0,2,0,-2.0,61.5,0.0,0.0,-100.0
奧爾民,桂福特,0,2,0,-2.0,90.45,0.0,0.0,-100.0
巴米高,黎昭昇,0,2,1,-2.0,9.95,0.0,50.0,-100.0
布文,丁冠豪,0,2,0,-2.0,91.0,0.0,0.0,-100.0
布浩榮,伍鵬志,0,2,0,-2.0,15.5,0.0,0.0,-100.0
布浩榮,蘇偉賢,0,2,0,-2.0,53.0,0.0,0.0,-100.0
布浩榮,賀賢,0,2,1,-2.0,23.9,0.0,50.0,-100.0
希威森,葉楚航,0,2,0,-2.0,25.0,0.0,0.0,-100.0
希威森,賀賢,0,2,0,-2.0,64.5,0.0,0.0,-100.0
杜苑欣,巫偉傑,0,2,0,-2.0,10.5,0.0,0.0,-100.0
杜苑欣,桂福特,0,2,0,-2.0,38.5,0.0,0.0,-100.0
杜苑欣,沈集成,0,2,0,-2.0,15.1,0.0,0.0,-100.0
梁家俊,廖康銘,0,2,0,-2.0,76.8,0.0,0.0,-100.0
梁家俊,蔡約翰,0,2,0,-2.0,35.5,0.0,0.0,-100.0
楊明綸,巫偉傑,0,2,0,-2.0,108.5,0.0,0.0,-100.0
潘大衛,伍鵬志,0,2,0,-2.0,106.0,0.0,0.0,-100.0
潘大衛,徐雨石,0,2,0,-2.0,98.0,0.0,0.0,-100.0
潘大衛,沈集成,0,2,0,-2.0,101.0,0.0,0.0,-100.0
潘大衛,蔡約翰,0,2,0,-2.0,67.5,0.0,0.0,-100.0
潘明輝,黎昭昇,0,2,0,-2.0,50.5,0.0,0.0,-100.0
潘頓,徐雨石,0,2,0,-2.0,6.8,0.0,0.0,-100.0
班德禮,廖康銘,0,2,0,-2.0,19.0,0.0,0.0,-100.0
班德禮,徐雨石,0,2,0,-2.0,82.0,0.0,0.0,-100.0
紀仁安,沈集成,0,2,1,-2.0,10.0,0.0,50.0,-100.0
艾道拿,羅富全,0,2,0,-2.0,24.0,0.0,0.0,-100.0
艾道拿,鄭俊偉,0,2,0,-2.0,41.0,0.0,0.0,-100.0
莫雅,岳伯仁,0,2,0,-2.0,15.0,0.0,0.0,-100.0
莫雅,蔡約翰,0,2,0,-2.0,12.0,0.0,0.0,-100.0
莫雷拉,黎昭昇,0,2,0,-2.0,4.5,0.0,0.0,-100.0
蔡明紹,丁冠豪,0,2,0,-2.0,43.5,0.0,0.0,-100.0
蔡明紹,伍鵬志,0,2,1,-2.0,26.5,0.0,50.0,-100.0
蔡明紹,沈集成,0,2,0,-2.0,18.5,0.0,0.0,-100.0
蘇銘倫,葛威法,0,2,2,-2.0,15.0,0.0,100.0,-100.0
袁幸堯,丁冠豪,0,2,0,-2.0,4.15,0.0,0.0,-100.0
袁幸堯,呂健威,0,2,0,-2.0,5.25,0.0,0.0,-100.0
金美琪,大衛希斯,0,2,0,-2.0,15.0,0.0,0.0,-100.0
金誠剛,告東尼,0,2,0,-2.0,128.0,0.0,0.0,-100.0
鍾易禮,大衛希斯,0,2,0,-2.0,107.0,0.0,0.0,-100.0
鍾易禮,鄭俊偉,0,2,0,-2.0,32.0,0.0,0.0,-100.0
霍宏聲,文家良,0,2,0,-2.0,17.0,0.0,0.0,-100.0
韋紀力,呂健威,0,2,1,-2.0,35.5,0.0,50.0,-100.0
麥文堅,伍鵬志,0,2,1,-2.0,17.75,0.0,50.0,-100.0
麥文堅,岳本賢,0,2,0,-2.0,21.3,0.0,0.0,-100.0
麥道朗,桂福特,0,2,0,-2.0,5.05,0.0,0.0,-100.0
麥道朗,羅富全,0,2,0,-2.0,14.7,0.0,0.0,-100.0
麥道朗,鄭俊偉,0,2,1,-2.0,7.0,0.0,50.0,-100.0
黃寶妮,桂福特,0,2,0,-2.0,84.5,0.0,0.0,-100.0
黃智弘,丁冠豪,0,2,1,-2.0,18.0,0.0,50.0,-100.0
黃智弘,桂福特,0,2,0,-2.0,122.0,0.0,0.0,-100.0
布宜學,文家良,1,1,1,7.9,8.9,100.0,100.0,790.0
莫雅,方嘉柏,1,1,1,0.8,1.8,100.0,100.0,80.0
莫雅,羅富全,1,1,1,22.0,23.0,100.0,100.0,2200.0
袁幸堯,黎昭昇,1,1,1,4.8,5.8,100.0,100.0,480.0
麥道朗,韋達,1,1,1,6.8,7.8,100.0,100.0,680.0
三浦皇成,鹿戶雄一,0,1,0,-1.0,69.0,0.0,0.0,-100.0
何澤堯,告東尼,0,1,0,-1.0,86.0,0.0,0.0,-100.0
何澤堯,大衛希斯,0,1,0,-1.0,21.0,0.0,0.0,-100.0
何澤堯,桂福特,0,1,0,-1.0,15.0,0.0,0.0,-100.0
何澤堯,韋達,0,1,0,-1.0,23.0,0.0,0.0,-100.0
何澤堯,黎昭昇,0,1,0,-1.0,8.0,0.0,0.0,-100.0
周俊樂,徐雨石,0,1,0,-1.0,32.0,0.0,0.0,-100.0
奧爾民,巫偉傑,0,1,0,-1.0,36.0,0.0,0.0,-100.0
川田將雅,高野友和,0,1,0,-1.0,3.0,0.0,0.0,-100.0
巫顯東,大衛希斯,0,1,0,-1.0,220.0,0.0,0.0,-100.0
巫顯東,巫偉傑,0,1,0,-1.0,67.0,0.0,0.0,-100.0
巫顯東,文家良,0,1,0,-1.0,251.0,0.0,0.0,-100.0
巫顯東,蔡約翰,0,1,0,-1.0,105.0,0.0,0.0,-100.0
巫顯東,黎昭昇,0,1,0,-1.0,48.0,0.0,0.0,-100.0
巴米高,呂健威,0,1,0,-1.0,9.7,0.0,0.0,-100.0
巴米高,大衛希斯,0,1,0,-1.0,10.0,0.0,0.0,-100.0
巴米高,蘇偉賢,0,1,0,-1.0,23.0,0.0,0.0,-100.0
巴米高,韋達,0,1,0,-1.0,11.0,0.0,0.0,-100.0
布宜學,告東尼,0,1,0,-1.0,31.0,0.0,0.0,-100.0
布宜學,巫偉傑,0,1,0,-1.0,34.0,0.0,0.0,-100.0
布宜學,蔡約翰,0,1,0,-1.0,9.7,0.0,0.0,-100.0
布浩榮,姚本輝,0,1,0,-1.0,22.0,0.0,0.0,-100.0
布浩榮,羅富全,0,1,0,-1.0,49.0,0.0,0.0,-100.0
布浩榮,蔡約翰,0,1,0,-1.0,25.0,0.0,0.0,-100.0
希威森,丁冠豪,0,1,0,-1.0,25.0,0.0,0.0,-100.0
希威森,告東尼,0,1,0,-1.0,74.0,0.0,0.0,-100.0
希威森,羅富全,0,1,0,-1.0,10.0,0.0,0.0,-100.0
李寶利,呂健威,0,1,0,-1.0,37.0,0.0,0.0,-100.0
李寶利,姚本輝,0,1,1,-1.0,6.8,0.0,100.0,-100.0
李寶利,羅富全,0,1,0,-1.0,51.0,0.0,0.0,-100.0
李寶利,蘇偉賢,0,1,0,-1.0,22.0,0.0,0.0,-100.0
李寶利,鄭俊偉,0,1,0,-1.0,18.0,0.0,0.0,-100.0
李寶利,韋達,0,1,0,-1.0,37.0,0.0,0.0,-100.0
李慕華,大衛希斯,0,1,0,-1.0,5.2,0.0,0.0,-100.0
李慕華,姚本輝,0,1,0,-1.0,8.4,0.0,0.0,-100.0
李慕華,手塚貴久,0,1,1,-1.0,5.6,0.0,100.0,-100.0
李慕華,方嘉柏,0,1,1,-1.0,7.6,0.0,100.0,-100.0
李慕華,森一誠,0,1,0,-1.0,7.2,0.0,0.0,-100.0
李慕華,武井亮,0,1,0,-1.0,5.7,0.0,0.0,-100.0
李慕華,田中博康,0,1,0,-1.0,43.0,0.0,0.0,-100.0
李慕華,葉楚航,0,1,0,-1.0,43.0,0.0,0.0,-100.0
李慕華,蔡約翰,0,1,0,-1.0,35.0,0.0,0.0,-100.0
杜滿樂,池江泰壽,0,1,1,-1.0,7.1,0.0,100.0,-100.0
杜苑欣,廖康銘,0,1,0,-1.0,20.0,0.0,0.0,-100.0
杜苑欣,徐雨石,0,1,0,-1.0,37.0,0.0,0.0,-100.0
杜苑欣,方嘉柏,0,1,0,-1.0,5.4,0.0,0.0,-100.0
杜苑欣,蔡約翰,0,1,0,-1.0,30.0,0.0,0.0,-100.0
杜苑欣,賀賢,0,1,0,-1.0,17.0,0.0,0.0,-100.0
杜苑欣,黎昭昇,0,1,0,-1.0,52.0,0.0,0.0,-100.0
梁家俊,方嘉柏,0,1,0,-1.0,45.0,0.0,0.0,-100.0
梁家俊,游達榮,0,1,0,-1.0,57.0,0.0,0.0,-100.0
楊明綸,廖康銘,0,1,0,-1.0,60.0,0.0,0.0,-100.0
楊明綸,游達榮,0,1,0,-1.0,123.0,0.0,0.0,-100.0
橫山和生,上村洋行,0,1,1,-1.0,9.4,0.0,100.0,-100.0
潘大衛,巫偉傑,0,1,0,-1.0,162.0,0.0,0.0,-100.0
潘大衛,文家良,0,1,0,-1.0,80.0,0.0,0.0,-100.0
潘明輝,告東尼,0,1,0,-1.0,76.0,0.0,0.0,-100.0
潘明輝,大衛希斯,0,1,0,-1.0,157.0,0.0,0.0,-100.0
潘明輝,方嘉柏,0,1,0,-1.0,10.0,0.0,0.0,-100.0
潘明輝,桂福特,0,1,0,-1.0,17.0,0.0,0.0,-100.0
潘明輝,蘇偉賢,0,1,0,-1.0,88.0,0.0,0.0,-100.0
班德禮,文家良,0,1,0,-1.0,73.0,0.0,0.0,-100.0
紀仁安,賀賢,0,1,0,-1.0,42.0,0.0,0.0,-100.0
艾兆禮,布銘球,0,1,1,-1.0,4.2,0.0,100.0,-100.0
艾兆禮,徐雨石,0,1,0,-1.0,45.0,0.0,0.0,-100.0
艾道拿,桂福特,0,1,0,-1.0,17.0,0.0,0.0,-100.0
莫艾誠,伯特,0,1,0,-1.0,17.0,0.0,0.0,-100.0
莫艾誠,侯耀誠,0,1,0,-1.0,147.0,0.0,0.0,-100.0
莫艾誠,包義定,0,1,0,-1.0,21.0,0.0,0.0,-100.0
莫艾誠,岳品賢,0,1,0,-1.0,367.0,0.0,0.0,-100.0
莫艾誠,蘇偉賢,0,1,0,-1.0,45.0,0.0,0.0,-100.0
莫雅,伍鵬志,0,1,0,-1.0,2.0,0.0,0.0,-100.0
莫雅,堀宣行,0,1,0,-1.0,33.0,0.0,0.0,-100.0
莫雅,沈集成,0,1,0,-1.0,11.0,0.0,0.0,-100.0
莫雅,黎昭昇,0,1,0,-1.0,18.0,0.0,0.0,-100.0
莫雷拉,伍鵬志,0,1,0,-1.0,10.0,0.0,0.0,-100.0
莫雷拉,告東尼,0,1,0,-1.0,12.0,0.0,0.0,-100.0
莫雷拉,堀宣行,0,1,1,-1.0,90.0,0.0,100.0,-100.0
莫雷拉,桂福特,0,1,0,-1.0,32.0,0.0,0.0,-100.0
莫雷拉,武井亮,0,1,0,-1.0,29.0,0.0,0.0,-100.0
莫雷拉,武英智,0,1,0,-1.0,35.0,0.0,0.0,-100.0
莫雷拉,羅富全,0,1,1,-1.0,4.9,0.0,100.0,-100.0
莫雷拉,葉楚航,0,1,0,-1.0,2.7,0.0,0.0,-100.0
莫雷拉,賀賢,0,1,0,-1.0,27.0,0.0,0.0,-100.0
莫雷拉,韋達,0,1,0,-1.0,7.4,0.0,0.0,-100.0
董明朗,姚本輝,0,1,0,-1.0,35.0,0.0,0.0,-100.0
董明朗,羅富全,0,1,0,-1.0,25.0,0.0,0.0,-100.0
董明朗,葉楚航,0,1,0,-1.0,38.0,0.0,0.0,-100.0
董明朗,賀賢,0,1,0,-1.0,101.0,0.0,0.0,-100.0
薛凱華,巫偉傑,0,1,0,-1.0,19.0,0.0,0.0,-100.0
薛凱華,游孝廉,0,1,1,-1.0,19.0,0.0,100.0,-100.0
薛凱華,黎昭昇,0,1,0,-1.0,9.4,0.0,0.0,-100.0
蘇銘倫,伍鵬志,0,1,0,-1.0,49.0,0.0,0.0,-100.0
蘇銘倫,姚本輝,0,1,0,-1.0,14.0,0.0,0.0,-100.0
蘇銘倫,文家良,0,1,1,-1.0,4.8,0.0,100.0,-100.0
袁幸堯,徐雨石,0,1,0,-1.0,8.7,0.0,0.0,-100.0
袁幸堯,文家良,0,1,0,-1.0,10.0,0.0,0.0,-100.0
袁幸堯,桂福特,0,1,0,-1.0,9.2,0.0,0.0,-100.0
袁幸堯,游達榮,0,1,0,-1.0,11.0,0.0,0.0,-100.0
袁幸堯,蘇偉賢,0,1,1,-1.0,3.1,0.0,100.0,-100.0
貝知仁,巴伯樂,0,1,0,-1.0,82.0,0.0,0.0,-100.0
金美琪,姚本輝,0,1,0,-1.0,17.0,0.0,0.0,-100.0
金美琪,韋達,0,1,1,-1.0,7.3,0.0,100.0,-100.0
鍾易禮,蔡約翰,0,1,0,-1.0,139.0,0.0,0.0,-100.0
鍾易禮,蘇偉賢,0,1,0,-1.0,361.0,0.0,0.0,-100.0
霍宏聲,告東尼,0,1,0,-1.0,6.1,0.0,0.0,-100.0
霍宏聲,徐雨石,0,1,0,-1.0,44.0,0.0,0.0,-100.0
馬昆,丁冠豪,0,1,0,-1.0,61.0,0.0,0.0,-100.0
馬昆,游孝廉,0,1,0,-1.0,86.0,0.0,0.0,-100.0
高力德,杉山晴紀,0,1,0,-1.0,101.0,0.0,0.0,-100.0
麥文堅,丁冠豪,0,1,0,-1.0,39.0,0.0,0.0,-100.0
麥文堅,呂健威,0,1,0,-1.0,17.0,0.0,0.0,-100.0
麥文堅,賀賢,0,1,0,-1.0,33.0,0.0,0.0,-100.0
麥文堅,鄭俊偉,0,1,0,-1.0,15.0,0.0,0.0,-100.0
麥道朗,徐雨石,0,1,0,-1.0,15.0,0.0,0.0,-100.0
麥道朗,文家良,0,1,0,-1.0,3.7,0.0,0.0,-100.0
麥道朗,方嘉柏,0,1,1,-1.0,3.9,0.0,100.0,-100.0
黃寶妮,羅富全,0,1,1,-1.0,8.3,0.0,100.0,-100.0
黃寶妮,蘇偉賢,0,1,0,-1.0,7.0,0.0,0.0,-100.0
黃智弘,告東尼,0,1,0,-1.0,149.0,0.0,0.0,-100.0
黃智弘,蘇偉賢,0,1,0,-1.0,22.0,0.0,0.0,-100.0
