Jockey,Trainer,Wins,Starts,Places,WinRate,PlaceRate
陳嘉熙,呂健威,0,1,0,0.0,0.0
陳嘉熙,巫偉傑,0,1,0,0.0,0.0
陳嘉熙,徐雨石,0,2,0,0.0,0.0
陳嘉熙,方嘉柏,0,3,0,0.0,0.0
陳嘉熙,沈集成,1,9,4,11.1,44.4
陳嘉熙,鄭俊偉,0,2,0,0.0,0.0
霍宏聲,丁冠豪,4,24,6,16.7,25.0
霍宏聲,伍鵬志,1,19,4,5.3,21.1
霍宏聲,呂健威,2,21,7,9.5,33.3
霍宏聲,告東尼,0,1,0,0.0,0.0
霍宏聲,大衛希斯,5,33,9,15.2,27.3
霍宏聲,姚本輝,4,33,6,12.1,18.2
霍宏聲,容天鵬,5,19,9,26.3,47.4
霍宏聲,巫偉傑,1,5,1,20.0,20.0
霍宏聲,廖康銘,12,149,41,8.1,27.5
霍宏聲,文家良,3,18,4,16.7,22.2
霍宏聲,方嘉柏,2,39,13,5.1,33.3
霍宏聲,沈集成,0,9,1,0.0,11.1
霍宏聲,游達榮,4,28,7,14.3,25.0
霍宏聲,羅富全,2,30,5,6.7,16.7
霍宏聲,葉楚航,1,6,1,16.7,16.7
霍宏聲,蘇偉賢,0,2,0,0.0,0.0
霍宏聲,賀賢,0,11,1,0.0,9.1
霍宏聲,韋達,1,28,5,3.6,17.9
霍宏聲,黎昭昇,0,6,2,0.0,33.3
韋紀力,吉村圭司,0,1,0,0.0,0.0
韋紀力,呂健威,2,5,3,40.0,60.0
韋紀力,大衛希斯,0,4,0,0.0,0.0
韋紀力,巫偉傑,1,5,1,20.0,20.0
韋紀力,廖康銘,0,1,0,0.0,0.0
韋紀力,方嘉柏,0,1,0,0.0,0.0
韋紀力,比安威詹 希斯,0,1,0,0.0,0.0
韋紀力,蔡約翰,1,7,4,14.3,57.1
韋紀力,鄭俊偉,0,1,0,0.0,0.0
韋紀力,韋達,0,1,0,0.0,0.0
馬昆,丁冠豪,0,1,0,0.0,0.0
馬昆,伍鵬志,0,4,0,0.0,0.0
馬昆,呂健威,2,3,2,66.7,66.7
馬昆,大衛希斯,0,3,0,0.0,0.0
馬昆,容天鵬,0,1,0,0.0,0.0
馬昆,方嘉柏,0,2,0,0.0,0.0
馬昆,沈集成,0,1,0,0.0,0.0
馬昆,游達榮,0,1,0,0.0,0.0
馬昆,蘇偉賢,0,1,0,0.0,0.0
馬昆,賀賢,0,2,0,0.0,0.0
馬昆,郗國思,0,2,1,0.0,50.0
馬昆,韋達,0,2,0,0.0,0.0
馬昆,黎昭昇,0,1,0,0.0,0.0
麥當能,伍鵬志,0,1,0,0.0,0.0
麥當能,呂健威,0,2,0,0.0,0.0
麥當能,告東尼,0,2,0,0.0,0.0
麥當能,大衛希斯,0,3,0,0.0,0.0
麥當能,姚本輝,0,2,0,0.0,0.0
麥當能,容天鵬,0,4,0,0.0,0.0
麥當能,廖康銘,0,1,0,0.0,0.0
麥當能,文家良,0,1,0,0.0,0.0
麥當能,沈集成,1,5,1,20.0,20.0
麥當能,游達榮,0,1,0,0.0,0.0
麥當能,羅富全,0,1,0,0.0,0.0
麥當能,葉楚航,0,1,0,0.0,0.0
麥當能,蘇偉賢,0,5,1,0.0,20.0
麥當能,賀賢,0,1,0,0.0,0.0
麥當能,鄭俊偉,0,2,0,0.0,0.0
麥當能,韋達,0,2,0,0.0,0.0
麥當能,黎昭昇,0,1,0,0.0,0.0
麥道朗,中內田充正,0,1,1,0.0,100.0
麥道朗,伍鵬志,1,9,2,11.1,22.2
麥道朗,呂健威,2,4,2,50.0,50.0
麥道朗,告東尼,0,2,0,0.0,0.0
麥道朗,大衛希斯,1,5,1,20.0,20.0
麥道朗,姚本輝,7,17,9,41.2,52.9
麥道朗,容天鵬,0,3,2,0.0,66.7
麥道朗,廖康銘,0,1,0,0.0,0.0
麥道朗,文家良,1,4,2,25.0,50.0
麥道朗,方嘉柏,0,6,2,0.0,33.3
麥道朗,沈集成,6,25,13,24.0,52.0
麥道朗,游達榮,2,6,3,33.3,50.0
麥道朗,羅富全,0,4,1,0.0,25.0
麥道朗,葉楚航,1,3,2,33.3,66.7
麥道朗,蔡約翰,2,19,9,10.5,47.4
麥道朗,蘇偉賢,0,3,0,0.0,0.0
麥道朗,賀賢,0,1,0,0.0,0.0
麥道朗,鄭俊偉,1,3,2,33.3,66.7
麥道朗,韋達,1,1,1,100.0,100.0
麥道朗,黎昭昇,1,4,2,25.0,50.0
黃寶妮,伍鵬志,1,22,2,4.5,9.1
黃寶妮,呂健威,0,1,0,0.0,0.0
黃寶妮,大衛希斯,2,20,4,10.0,20.0
黃寶妮,姚本輝,0,3,0,0.0,0.0
黃寶妮,容天鵬,2,7,2,28.6,28.6
黃寶妮,巫偉傑,0,2,0,0.0,0.0
黃寶妮,廖康銘,0,4,0,0.0,0.0
黃寶妮,徐雨石,0,6,0,0.0,0.0
黃寶妮,文家良,9,52,16,17.3,30.8
黃寶妮,沈集成,0,12,1,0.0,8.3
黃寶妮,游達榮,0,2,0,0.0,0.0
黃寶妮,羅富全,0,3,0,0.0,0.0
黃寶妮,葉楚航,0,14,2,0.0,14.3
黃寶妮,蘇偉賢,0,3,0,0.0,0.0
黃寶妮,賀賢,1,30,5,3.3,16.7
黃寶妮,鄭俊偉,0,7,0,0.0,0.0
黃寶妮,韋達,3,21,3,14.3,14.3
黃寶妮,黎昭昇,0,1,0,0.0,0.0
黃智弘,丁冠豪,0,2,0,0.0,0.0
黃智弘,伍鵬志,2,25,9,8.0,36.0
黃智弘,呂健威,0,1,0,0.0,0.0
黃智弘,告東尼,0,1,0,0.0,0.0
黃智弘,大衛希斯,5,52,16,9.6,30.8
黃智弘,姚本輝,1,13,3,7.7,23.1
黃智弘,容天鵬,0,1,0,0.0,0.0
黃智弘,巫偉傑,0,6,1,0.0,16.7
黃智弘,廖康銘,0,1,0,0.0,0.0
黃智弘,徐雨石,1,8,1,12.5,12.5
黃智弘,文家良,1,13,4,7.7,30.8
黃智弘,方嘉柏,11,100,26,11.0,26.0
黃智弘,沈集成,2,30,6,6.7,20.0
黃智弘,游達榮,0,4,1,0.0,25.0
黃智弘,羅富全,0,10,2,0.0,20.0
黃智弘,葉楚航,1,16,3,6.2,18.8
黃智弘,蘇偉賢,0,4,2,0.0,50.0
黃智弘,鄭俊偉,0,5,0,0.0,0.0
黃智弘,韋達,1,5,2,20.0,40.0
黃智弘,黎昭昇,0,3,0,0.0,0.0
黎應揚,白祈達,0,1,0,0.0,0.0
