rank,formula,place_mode,gold,good,pass,top3_place,top3_win,0hit,1hit,2hit,3hit,gold_delta,good_delta,pass_delta,place_delta,zero_hit_delta,one_hit_delta
1,formline_purer,place_live,4.1%,20.9%,38.9%,42.6%,50.3%,48,145,110,13,+0.0,+0.0,+0.0,+0.0,+0,+0
2,sectional_speed_heavy,place_live,4.1%,20.9%,38.6%,42.5%,50.0%,48,146,109,13,+0.0,+0.0,-0.3,-0.1,+0,+1
3,sectional_speed_heavy+formline_purer,place_live,4.1%,20.9%,38.6%,42.5%,50.0%,48,146,109,13,+0.0,+0.0,-0.3,-0.1,+0,+1
4,class_weight_heavy_rating,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
5,class_weight_heavy_rating+formline_purer,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
6,class_weight_80_20+class_weight_heavy_rating,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
7,class_weight_no_rating+class_weight_heavy_rating,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
8,class_weight_class_only+class_weight_heavy_rating,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
9,class_weight_80_20+class_weight_heavy_rating+formline_purer,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
10,class_weight_no_rating+class_weight_heavy_rating+formline_purer,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
11,class_weight_class_only+class_weight_heavy_rating+formline_purer,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
12,class_weight_80_20+class_weight_no_rating+class_weight_heavy_rating,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
13,class_weight_80_20+class_weight_class_only+class_weight_heavy_rating,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
14,class_weight_class_only+class_weight_no_rating+class_weight_heavy_rating,place_live,4.7%,20.6%,38.6%,42.8%,50.6%,47,147,107,15,+0.6,-0.3,-0.3,+0.2,-1,+2
15,class_weight_heavy_rating,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
16,class_weight_heavy_rating+formline_purer,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
17,class_weight_80_20+class_weight_heavy_rating,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
18,sectional_speed_heavy+class_weight_heavy_rating,place_live,4.4%,20.6%,38.6%,42.7%,50.9%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
19,class_weight_no_rating+class_weight_heavy_rating,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
20,class_weight_class_only+class_weight_heavy_rating,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
21,class_weight_80_20+class_weight_heavy_rating+formline_purer,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
22,sectional_speed_heavy+class_weight_heavy_rating+formline_purer,place_live,4.4%,20.6%,38.6%,42.7%,50.9%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
23,class_weight_no_rating+class_weight_heavy_rating+formline_purer,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
24,class_weight_class_only+class_weight_heavy_rating+formline_purer,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
25,sectional_speed_heavy+class_weight_80_20+class_weight_heavy_rating,place_live,4.4%,20.6%,38.6%,42.7%,50.9%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
26,class_weight_80_20+class_weight_no_rating+class_weight_heavy_rating,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
27,class_weight_80_20+class_weight_class_only+class_weight_heavy_rating,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
28,sectional_speed_heavy+class_weight_no_rating+class_weight_heavy_rating,place_live,4.4%,20.6%,38.6%,42.7%,50.9%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
29,sectional_speed_heavy+class_weight_class_only+class_weight_heavy_rating,place_live,4.4%,20.6%,38.6%,42.7%,50.9%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
30,class_weight_class_only+class_weight_no_rating+class_weight_heavy_rating,place_half,4.4%,20.6%,38.6%,42.7%,50.6%,47,147,108,14,+0.3,-0.3,-0.3,+0.1,-1,+2
31,sectional_speed_heavy+class_weight_heavy_rating,place_half,4.1%,20.6%,38.6%,42.7%,51.3%,46,148,109,13,+0.0,-0.3,-0.3,+0.1,-2,+3
32,sectional_speed_heavy+class_weight_heavy_rating+formline_purer,place_half,4.1%,20.6%,38.6%,42.7%,51.3%,46,148,109,13,+0.0,-0.3,-0.3,+0.1,-2,+3
33,sectional_speed_heavy+class_weight_80_20+class_weight_heavy_rating,place_half,4.1%,20.6%,38.6%,42.7%,51.3%,46,148,109,13,+0.0,-0.3,-0.3,+0.1,-2,+3
34,sectional_speed_heavy+class_weight_no_rating+class_weight_heavy_rating,place_half,4.1%,20.6%,38.6%,42.7%,51.3%,46,148,109,13,+0.0,-0.3,-0.3,+0.1,-2,+3
35,sectional_speed_heavy+class_weight_class_only+class_weight_heavy_rating,place_half,4.1%,20.6%,38.6%,42.7%,51.3%,46,148,109,13,+0.0,-0.3,-0.3,+0.1,-2,+3
36,formline_purer,place_half,3.8%,20.6%,38.6%,42.4%,50.3%,48,146,110,12,-0.3,-0.3,-0.3,-0.2,+0,+1
37,baseline_formula,place_half,3.8%,20.6%,38.6%,42.4%,50.3%,48,146,110,12,-0.3,-0.3,-0.3,-0.2,+0,+1
38,class_weight_80_20,place_live,4.1%,20.3%,38.6%,42.4%,50.0%,49,145,109,13,+0.0,-0.6,-0.3,-0.2,+1,+0
39,class_weight_80_20+formline_purer,place_live,4.1%,20.3%,38.6%,42.4%,50.0%,49,145,109,13,+0.0,-0.6,-0.3,-0.2,+1,+0
40,class_weight_80_20,place_half,3.8%,19.9%,38.6%,42.3%,50.0%,49,145,110,12,-0.3,-0.9,-0.3,-0.3,+1,+0
41,class_weight_80_20+formline_purer,place_half,3.8%,19.9%,38.6%,42.3%,50.0%,49,145,110,12,-0.3,-0.9,-0.3,-0.3,+1,+0
42,jt_fit_tempered+class_weight_80_20,place_half,3.5%,19.3%,38.6%,42.0%,49.7%,51,143,111,11,-0.6,-1.6,-0.3,-0.6,+3,-2
43,jt_fit_tempered+class_weight_80_20+formline_purer,place_half,3.5%,19.3%,38.6%,42.0%,49.7%,51,143,111,11,-0.6,-1.6,-0.3,-0.6,+3,-2
44,jt_fit_tempered+class_weight_class_only,place_half,3.5%,19.0%,38.6%,42.1%,49.4%,50,144,111,11,-0.6,-1.9,-0.3,-0.5,+2,-1
45,jt_fit_tempered+class_weight_class_only+formline_purer,place_half,3.5%,19.0%,38.6%,42.1%,49.4%,50,144,111,11,-0.6,-1.9,-0.3,-0.5,+2,-1
46,jt_fit_tempered+class_weight_80_20+class_weight_class_only,place_half,3.5%,19.0%,38.6%,42.1%,49.4%,50,144,111,11,-0.6,-1.9,-0.3,-0.5,+2,-1
47,sectional_speed_heavy,place_half,3.8%,20.9%,38.3%,42.4%,50.3%,47,148,109,12,-0.3,+0.0,-0.6,-0.2,-1,+3
48,sectional_speed_heavy+formline_purer,place_half,3.8%,20.9%,38.3%,42.4%,50.3%,47,148,109,12,-0.3,+0.0,-0.6,-0.2,-1,+3
49,sectional_speed_heavy+class_weight_class_only,place_live,4.1%,20.3%,38.3%,42.4%,49.4%,48,147,108,13,+0.0,-0.6,-0.6,-0.2,+0,+2
50,sectional_speed_heavy+class_weight_class_only+formline_purer,place_live,4.1%,20.3%,38.3%,42.4%,49.4%,48,147,108,13,+0.0,-0.6,-0.6,-0.2,+0,+2
51,sectional_speed_heavy+class_weight_80_20+class_weight_class_only,place_live,4.1%,20.3%,38.3%,42.4%,49.4%,48,147,108,13,+0.0,-0.6,-0.6,-0.2,+0,+2
52,sectional_speed_heavy+class_weight_class_only,place_half,3.8%,20.3%,38.3%,42.4%,49.7%,47,148,109,12,-0.3,-0.6,-0.6,-0.2,-1,+3
53,sectional_speed_heavy+class_weight_class_only+formline_purer,place_half,3.8%,20.3%,38.3%,42.4%,49.7%,47,148,109,12,-0.3,-0.6,-0.6,-0.2,-1,+3
54,sectional_speed_heavy+class_weight_80_20+class_weight_class_only,place_half,3.8%,20.3%,38.3%,42.4%,49.7%,47,148,109,12,-0.3,-0.6,-0.6,-0.2,-1,+3
55,class_weight_class_only,place_live,4.1%,19.9%,38.3%,42.4%,50.0%,48,147,108,13,+0.0,-0.9,-0.6,-0.2,+0,+2
56,class_weight_class_only+formline_purer,place_live,4.1%,19.9%,38.3%,42.4%,50.0%,48,147,108,13,+0.0,-0.9,-0.6,-0.2,+0,+2
57,class_weight_80_20+class_weight_class_only,place_live,4.1%,19.9%,38.3%,42.4%,50.0%,48,147,108,13,+0.0,-0.9,-0.6,-0.2,+0,+2
58,class_weight_80_20+class_weight_class_only+formline_purer,place_live,4.1%,19.9%,38.3%,42.4%,50.0%,48,147,108,13,+0.0,-0.9,-0.6,-0.2,+0,+2
59,class_weight_class_only,place_half,3.8%,19.9%,38.3%,42.3%,50.0%,48,147,109,12,-0.3,-0.9,-0.6,-0.3,+0,+2
60,class_weight_80_20+class_weight_class_only,place_half,3.8%,19.9%,38.3%,42.3%,50.0%,48,147,109,12,-0.3,-0.9,-0.6,-0.3,+0,+2
61,class_weight_heavy_rating+track_pure,place_half,4.4%,19.6%,38.3%,42.4%,50.0%,49,146,107,14,+0.3,-1.3,-0.6,-0.2,+1,+1
62,class_weight_heavy_rating+track_pure+formline_purer,place_half,4.4%,19.6%,38.3%,42.4%,50.0%,49,146,107,14,+0.3,-1.3,-0.6,-0.2,+1,+1
63,class_weight_80_20+class_weight_heavy_rating+track_pure,place_half,4.4%,19.6%,38.3%,42.4%,50.0%,49,146,107,14,+0.3,-1.3,-0.6,-0.2,+1,+1
64,class_weight_no_rating+class_weight_heavy_rating+track_pure,place_half,4.4%,19.6%,38.3%,42.4%,50.0%,49,146,107,14,+0.3,-1.3,-0.6,-0.2,+1,+1
65,class_weight_class_only+class_weight_heavy_rating+track_pure,place_half,4.4%,19.6%,38.3%,42.4%,50.0%,49,146,107,14,+0.3,-1.3,-0.6,-0.2,+1,+1
66,class_weight_class_only+formline_purer,place_half,3.8%,19.6%,38.3%,42.3%,50.0%,48,147,109,12,-0.3,-1.3,-0.6,-0.3,+0,+2
67,class_weight_80_20+class_weight_class_only+formline_purer,place_half,3.8%,19.6%,38.3%,42.3%,50.0%,48,147,109,12,-0.3,-1.3,-0.6,-0.3,+0,+2
68,sectional_speed_heavy+track_pure,place_live,4.1%,19.3%,38.3%,42.3%,49.4%,49,146,108,13,+0.0,-1.6,-0.6,-0.3,+1,+1
69,sectional_speed_heavy+track_pure+formline_purer,place_live,4.1%,19.3%,38.3%,42.3%,49.4%,49,146,108,13,+0.0,-1.6,-0.6,-0.3,+1,+1
70,sectional_speed_heavy+class_weight_80_20+track_pure,place_half,3.8%,19.3%,38.3%,42.2%,49.4%,49,146,109,12,-0.3,-1.6,-0.6,-0.4,+1,+1
71,jt_fit_tempered+class_weight_80_20,place_live,3.8%,19.3%,38.3%,42.0%,49.7%,51,144,109,12,-0.3,-1.6,-0.6,-0.6,+3,-1
72,jt_fit_tempered+class_weight_80_20+formline_purer,place_live,3.8%,19.3%,38.3%,41.9%,49.4%,52,143,109,12,-0.3,-1.6,-0.6,-0.7,+4,-2
73,sectional_speed_heavy+track_pure,place_half,3.8%,19.0%,38.3%,42.3%,49.7%,48,147,109,12,-0.3,-1.9,-0.6,-0.3,+0,+2
74,sectional_speed_heavy+track_pure+formline_purer,place_half,3.8%,19.0%,38.3%,42.3%,49.7%,48,147,109,12,-0.3,-1.9,-0.6,-0.3,+0,+2
75,class_weight_no_rating,place_live,4.1%,21.2%,38.0%,42.3%,50.6%,48,148,107,13,+0.0,+0.3,-0.9,-0.3,+0,+3
76,class_weight_no_rating+formline_purer,place_live,4.1%,21.2%,38.0%,42.3%,50.6%,48,148,107,13,+0.0,+0.3,-0.9,-0.3,+0,+3
77,class_weight_80_20+class_weight_no_rating,place_live,4.1%,21.2%,38.0%,42.3%,50.6%,48,148,107,13,+0.0,+0.3,-0.9,-0.3,+0,+3
78,class_weight_class_only+class_weight_no_rating,place_live,4.1%,21.2%,38.0%,42.3%,50.6%,48,148,107,13,+0.0,+0.3,-0.9,-0.3,+0,+3
79,class_weight_80_20+class_weight_no_rating+formline_purer,place_live,4.1%,21.2%,38.0%,42.3%,50.6%,48,148,107,13,+0.0,+0.3,-0.9,-0.3,+0,+3
