Horse,Wins,Starts,Places,AvgOdds,WinRate
川河型駒(J080),0,11,1,19.3,0.0
明天更好(K486),0,4,0,29.8,0.0
晉步贏(L269),0,1,0,62.0,0.0
時時開心(K550),0,4,0,67.0,0.0
時時精準(K037),0,6,2,19.8,0.0
時尚歡欣(H041),0,7,0,25.7,0.0
星願無限(L267),0,4,0,27.8,0.0
星雲浩騰(G372),0,3,1,19.1,0.0
星鑽貴人(K292),0,5,0,133.4,0.0
星辰千帥(K325),0,8,3,12.0,0.0
星月飛雲(K363),0,7,1,11.7,0.0
星幻(L123),0,8,0,63.9,0.0
星將(K331),0,3,0,28.7,0.0
星威心得(L074),0,9,0,116.4,0.0
星光快驅(K215),0,7,3,15.2,0.0
星光大道(L194),0,1,1,16.0,0.0
星之願(J480),0,9,1,15.2,0.0
明月清風(K414),0,5,0,66.8,0.0
智勝勳章(K521),0,8,0,128.8,0.0
智勝一籌(L249),0,3,0,42.3,0.0
智勇名駒(J298),0,7,1,15.6,0.0
展雄志(L396),0,2,0,13.2,0.0
展雄威(J405),0,10,3,16.1,0.0
尚旋(L141),0,4,0,87.0,0.0
小魔怪(K391),0,9,2,22.9,0.0
小霸王(G265),0,6,0,29.5,0.0
小神仙(H206),0,4,0,50.5,0.0
小磁怪(K549),0,2,0,100.5,0.0
小皇爺(J546),0,5,1,25.0,0.0
尊登(K262),0,2,0,76.5,0.0
專家(J028),0,7,0,16.0,0.0
晶晶日上(H089),0,9,2,24.7,0.0
普魯托斯(K413),0,1,0,67.0,0.0
晨曦儷人(J066),0,4,1,20.4,0.0
木火龍駒(H292),0,4,0,38.8,0.0
木火兄弟(G115),0,1,0,27.0,0.0
有鴻利(E184),0,7,0,23.1,0.0
有色光輝(K135),0,4,0,35.0,0.0
有目共賞(K020),0,4,0,16.2,0.0
有派頭(J093),0,9,2,19.0,0.0
有心意(J179),0,8,1,11.3,0.0
有備而戰(L095),0,2,0,87.0,0.0
最感(L130),0,5,0,100.4,0.0
最好玩(H442),0,12,1,32.9,0.0
智開心(J351),0,5,0,101.6,0.0
智多多寶(K387),0,12,1,32.7,0.0
智取神駒(H474),0,9,1,74.2,0.0
智勝策略(L173),0,2,0,147.0,0.0
智勝神駒(K446),0,3,0,59.6,0.0
智勝攻略(H197),0,9,1,35.0,0.0
東方福寶(K115),0,11,0,55.8,0.0
杰遜仔(L036),0,2,0,91.0,0.0
杭至尊(L043),0,6,1,59.2,0.0
將傲(L277),0,2,1,30.0,0.0
寶賢得得(E430),0,7,1,44.9,0.0
寶成智星(J135),0,9,0,23.9,0.0
寶成智好(K301),0,4,2,7.6,0.0
寶徠歌劇(L907),0,1,1,9.4,0.0
寫我其誰(L048),0,4,0,134.8,0.0
實在美麗(K066),0,4,0,84.8,0.0
實力哥(H228),0,2,0,9.3,0.0
實力加(K058),0,4,3,5.3,0.0
富貴駒(J191),0,8,0,73.8,0.0
富存寶馬(J234),0,2,0,67.5,0.0
本領輝煌(K062),0,8,1,19.4,0.0
本能(K289),0,9,0,102.5,0.0
棉棉日上(L323),0,1,0,25.0,0.0
家樂寶駒(K300),0,7,0,39.4,0.0
家傳之寶(K490),0,7,0,122.4,0.0
定數(H438),0,4,0,26.2,0.0
完美演繹(J409),0,1,0,19.0,0.0
安騁(H452),0,7,1,52.6,0.0
安定神駒(L059),0,5,1,30.2,0.0
安可(K252),0,11,1,11.2,0.0
宇宙動力(H156),0,3,0,66.0,0.0
桃花俊(L066),0,3,0,32.3,0.0
架勢奇爸(G312),0,9,1,8.8,0.0
果然僥倖(H252),0,5,3,15.4,0.0
林家山神(K424),0,3,0,55.0,0.0
枕頭之星(K207),0,10,0,53.7,0.0
東昇鉞(J264),0,5,0,63.0,0.0
東方魅影(K028),0,17,4,13.2,0.0
正將(J386),0,4,0,112.2,0.0
歡樂飛駒(J496),0,4,0,36.0,0.0
歡樂老撾(H432),0,7,0,25.3,0.0
歐洲傳奇(H153),0,9,0,19.9,0.0
歌利巨人(K920),0,1,1,20.0,0.0
機不可失(K417),0,4,2,13.9,0.0
樂矚心機(J453),0,10,1,65.7,0.0
樂於助人(L902),0,1,0,147.0,0.0
榮耀掌星(K439),0,6,1,10.7,0.0
極靈(J425),0,1,0,46.0,0.0
極速神影(L204),0,2,1,9.2,0.0
極速之子(H332),0,11,3,13.3,0.0
極歡欣(L345),0,1,0,3.7,0.0
極光之子(L110),0,5,0,24.8,0.0
椒椒醒(H440),0,10,1,26.0,0.0
森林之王(K265),0,11,1,54.8,0.0
沙井之友(K202),0,6,1,11.1,0.0
決一劍(J484),0,8,0,8.1,0.0
江南盛(H326),0,6,1,39.0,0.0
江南勇士(H472),0,8,0,20.4,0.0
永遠美麗(H008),0,10,1,39.0,0.0
永福(L317),0,1,1,10.0,0.0
永勝金駒(H471),0,6,0,13.1,0.0
水晶酒杯(H081),0,5,2,28.0,0.0
氣勢(H411),0,7,0,28.6,0.0
比特星(J362),0,8,5,7.4,0.0
歷勝(L199),0,2,0,32.5,0.0
武林至尊(H027),0,8,1,16.2,0.0
步風影(L179),0,1,0,4.4,0.0
步步合拍(L252),0,3,0,36.0,0.0
正義波(K473),0,2,0,28.5,0.0
正極(K367),0,11,1,47.8,0.0
宇宙之光(J379),0,7,0,111.7,0.0
孤風潛影(L186),0,5,0,158.0,0.0
嫡愛好(J550),0,2,0,47.5,0.0
威德勇士(J385),0,5,0,164.0,0.0
威威神駒(K565),0,2,0,117.0,0.0
威威父子(H419),0,8,2,12.3,0.0
威力飛騰(L247),0,2,0,224.5,0.0
威力非凡(K152),0,6,0,32.5,0.0
威利金箭(L035),0,6,3,10.8,0.0
始終如一(J392),0,7,0,39.3,0.0
妙算強人(K577),0,3,0,109.7,0.0
妙算奇勝(J377),0,4,0,9.5,0.0
妙玲瓏(H068),0,7,0,51.3,0.0
如蝶翩翩(K278),0,2,1,8.8,0.0
好運年(K443),0,4,1,13.0,0.0
河好運(J320),0,2,0,10.1,0.0
港林福將(H192),0,1,0,35.0,0.0
清雲龍駒(K160),0,7,0,15.9,0.0
添開心(H203),0,9,3,18.9,0.0
添喜運(J218),0,11,3,10.1,0.0
海鑽石(L072),0,4,0,36.5,0.0
海藍寶(H343),0,6,1,28.2,0.0
海綠寶(J518),0,2,1,9.6,0.0
海王(K523),0,7,1,94.6,0.0
海洋帝君(K230),0,10,0,78.7,0.0
浪漫鬥士(L240),0,4,1,21.5,0.0
浪漫老撾(G476),0,10,1,45.5,0.0
浪漫喜宴(K372),0,3,0,130.0,0.0
活得健康(L140),0,6,0,170.0,0.0
活力輝煌(L203),0,2,0,161.0,0.0
洛河(J308),0,1,0,34.0,0.0
泰泰精神(K007),0,12,4,11.2,0.0
澳嘉輝(K232),0,4,0,88.2,0.0
潮流勇駒(L209),0,3,0,65.7,0.0
好精神(J155),0,8,3,13.8,0.0
好好飛(K311),0,3,0,25.0,0.0
好多利高(K268),0,10,0,35.7,0.0
好吉利高(L224),0,1,0,28.0,0.0
奮鬥輝煌(J236),0,10,1,21.7,0.0
奔放(K156),0,11,7,5.8,0.0
奔妙星(H401),0,1,0,10.0,0.0
奇異果(K285),0,1,0,81.0,0.0
潮州高球(L216),0,1,0,9.2,0.0
潮州精神(H175),0,8,1,18.8,0.0
準希望(L047),0,6,0,40.7,0.0
源好運(K389),0,5,1,4.9,0.0
渾身解數(K291),0,5,0,26.2,0.0
港邊小區(K902),0,2,1,52.5,0.0
天馬行雲(L221),0,2,0,21.0,0.0
天蓬貓(K280),0,8,3,7.0,0.0
天罡北斗(L064),0,2,0,112.0,0.0
天福(K167),0,8,3,8.8,0.0
天然數字(L166),0,7,1,71.3,0.0
天火同心(J259),0,6,1,41.6,0.0
天火同德(J441),0,9,0,43.2,0.0
天比高(K339),0,8,0,52.6,0.0
天德神影(K147),0,3,0,80.3,0.0
熱氣球(K144),0,1,0,14.0,0.0
熒光(L124),0,4,0,171.5,0.0
熊噹噹(H002),0,8,2,13.6,0.0
無比小子(L259),0,3,0,84.7,0.0
烈進駒(L278),0,1,0,8.5,0.0
烈焰光芒(L142),0,5,2,6.3,0.0
澳華發發(K467),0,1,0,41.0,0.0
玩笑(K014),0,5,0,18.4,0.0
獨自升級(K560),0,1,0,7.2,0.0
獨步天下(H319),0,3,0,34.3,0.0
獎星(H087),0,10,2,20.1,0.0
猶有心得(K394),0,3,0,71.3,0.0
猛將兄(K089),0,7,1,13.5,0.0
狼來了(K353),0,6,1,40.4,0.0
狀元及第(E392),0,9,0,37.2,0.0
牛精豪情(K181),0,4,0,64.8,0.0
爽飆王子(L256),0,1,0,131.0,0.0
爭金奪冠(J138),0,5,1,20.7,0.0
爆竹(L065),0,8,1,21.0,0.0
燊輝之星(L067),0,6,1,27.5,0.0
太行美景(J314),0,5,1,20.4,0.0
太子(K362),0,10,2,21.1,0.0
太勝駒(K124),0,7,0,77.0,0.0
百賀飛駒(K021),0,4,1,23.5,0.0
百威多贏(K261),0,7,1,10.0,0.0
百勝威龍(H453),0,1,0,33.0,0.0
發財金鞍(L090),0,2,0,121.0,0.0
發財金戈(K457),0,9,1,47.6,0.0
發光發亮(H385),0,9,0,24.9,0.0
疾風財子(L091),0,2,0,12.1,0.0
當年情(G371),0,7,0,78.1,0.0
當家精神(D489),0,2,0,17.0,0.0
甜蝦女(K149),0,4,0,85.8,0.0
瑰麗人生(H044),0,7,0,71.7,0.0
瑪納霏(K075),0,2,0,159.5,0.0
瑪瑙(G306),0,11,2,18.9,0.0
瑞祺威楓(K009),0,10,3,20.4,0.0
球星(H412),0,6,0,42.4,0.0
班霸實力(L912),0,1,0,8.6,0.0
皮具大師(H034),0,8,0,12.5,0.0
皮具伯樂(K401),0,5,0,115.0,0.0
皇金風速(E448),0,8,0,29.6,0.0
皇金合(K099),0,9,5,12.5,0.0
天寶威威(L296),0,2,0,66.0,0.0
天威(J200),0,9,0,29.8,0.0
天外富天(L328),0,2,0,19.0,0.0
天下寵兒(J359),0,10,3,14.0,0.0
大輝煌(K205),0,2,0,53.0,0.0
大至尊(J208),0,2,0,16.0,0.0
大眾經典(J407),0,1,0,75.0,0.0
大眾福星(K172),0,7,4,6.3,0.0
大眾快駒(K140),0,4,0,101.2,0.0
皇者威楓(L158),0,2,0,54.0,0.0
皇寶駒(K243),0,1,0,187.0,0.0
皇仁歡星(J278),0,3,0,28.3,0.0
神煞金剛(H202),0,3,0,35.0,0.0
神志勇進(J808),0,1,1,7.1,0.0
神之禮(L922),0,1,0,101.0,0.0
確好勁(K199),0,8,2,27.5,0.0
知道長勝(H366),0,1,0,96.0,0.0
知足常樂(G448),0,10,0,87.0,0.0
知恩圖報(K166),0,9,1,63.4,0.0
眼健康(K455),0,4,0,60.0,0.0
真心傳奇(J325),0,9,0,21.0,0.0
真叻仔(K435),0,8,1,72.2,0.0
直線力山(G435),0,5,0,54.6,0.0
盛載富祿(K069),0,2,0,51.5,0.0
盛世英雄(L348),0,2,0,45.0,0.0
盈益善(H431),0,6,1,20.3,0.0
盈妍威楓(J300),0,8,2,21.1,0.0
盈利寶馬(J326),0,7,1,59.3,0.0
神虎龍駒(H164),0,3,0,27.7,0.0
神舟彎月(K119),0,1,0,46.0,0.0
大浪園田(K209),0,8,0,50.6,0.0
大文豪(L134),0,3,0,136.7,0.0
大數據(H230),0,8,2,16.3,0.0
大才(G192),0,5,0,26.0,0.0
大快步(K194),0,6,0,92.7,0.0
大將鵰神(J378),0,1,0,47.0,0.0
大宗師(K578),0,2,0,142.0,0.0
大學生(H116),0,4,1,27.2,0.0
大太陽(K466),0,2,0,102.5,0.0
大千赤風(L208),0,2,0,11.8,0.0
大千絕塵(K051),0,4,1,10.9,0.0
大千氣象(H324),0,11,1,21.0,0.0
神異金剛(K109),0,6,0,96.2,0.0
神燦金剛(K259),0,9,0,34.7,0.0
競駿光輝(H135),0,5,0,38.0,0.0
競駿先鋒(J400),0,1,0,18.0,0.0
競駿傳奇(K465),0,5,0,91.2,0.0
競馬一心(J436),0,4,0,58.2,0.0
竣誠駒(H486),0,11,2,16.7,0.0
穿雲達月(K324),0,1,1,7.6,0.0
穿甲戰鷹(J039),0,12,4,10.7,0.0
種得好(K579),0,3,0,92.0,0.0
科創世紀(K113),0,5,0,28.0,0.0
禪勝輝煌(H212),0,7,0,57.6,0.0
福進(K529),0,3,0,3.7,0.0
福聚(K410),0,6,2,10.0,0.0
福國寶(G315),0,1,0,10.0,0.0
祥龍駒(J456),0,6,1,8.7,0.0
祥勝力駒(J181),0,9,3,10.6,0.0
神馳(J321),0,6,0,9.5,0.0
大力猴王(G307),0,8,0,34.0,0.0
夢照發(H168),0,11,5,19.0,0.0
夢幻駿駒(J144),0,3,0,15.3,0.0
多彩多姿(J312),0,6,1,6.8,0.0
多威心得(L305),0,3,0,117.0,0.0
多多開心(L017),0,6,0,90.0,0.0
多利神駒(G292),0,8,4,19.3,0.0
壯志凌雲(J249),0,3,0,12.7,0.0
士登(K358),0,6,0,41.2,0.0
增有(G173),0,5,0,23.8,0.0
增旺(K148),0,9,2,10.9,0.0
堅闖(J015),0,11,0,29.6,0.0
競駿飛翔(J291),0,6,1,35.5,0.0
競駿非凡(J401),0,8,2,20.3,0.0
競駿奔騰(K029),0,5,0,101.6,0.0
競駿勇士(K464),0,4,0,18.0,0.0
團結巴打(L150),0,4,0,24.5,0.0
囍眼光(J261),0,4,1,9.6,0.0
嘉應駿馬(J439),0,4,0,8.4,0.0
嘉應駿昇(K247),0,4,0,18.5,0.0
嘉應感恩(L114),0,1,0,16.0,0.0
嘉應巨昇(J091),0,6,1,20.8,0.0
精算奕然(K295),0,6,1,51.7,0.0
精益大師(H134),0,11,1,16.3,0.0
精彩動力(H120),0,8,0,103.8,0.0
精彩勇將(L275),0,4,0,35.2,0.0
精巧時計(L042),0,2,0,124.0,0.0
米奇(K082),0,10,2,14.1,0.0
籐王駒(K143),0,6,1,17.8,0.0
管之友(E496),0,7,1,30.1,0.0
笑必勝(L274),0,2,0,18.0,0.0
大勇勝(L331),0,1,0,30.0,0.0
納百川(J276),0,8,1,17.8,0.0
紅運帝王(H115),0,7,1,59.9,0.0
紅運光輝(L030),0,2,1,6.1,0.0
紅逸舍(H241),0,9,0,45.6,0.0
紅衣醒目(K184),0,9,5,4.3,0.0
紅衣財神(K423),0,5,0,58.0,0.0
紅磚戰士(K580),0,7,0,24.9,0.0
紅瑪瑙(L901),0,1,0,69.0,0.0
紅海旺(L098),0,1,0,24.0,0.0
紅悅舍(L355),0,1,0,14.0,0.0
精英雄心(J136),0,9,3,20.5,0.0
精英王牌(K535),0,3,0,70.0,0.0
精英奪冠(L295),0,2,1,7.0,0.0
精算謀略(H237),0,3,0,28.3,0.0
精算暴雪(H368),0,9,5,112.4,0.0
團長好(K515),0,6,1,92.0,0.0
綠色鐵蹄(L147),0,2,0,118.5,0.0
經典多寶(L212),0,2,0,126.0,0.0
嘉應奇兵(J391),0,9,5,8.0,0.0
嘉應勇士(H028),0,5,0,9.7,0.0
嘉應光彩(K134),0,1,0,7.6,0.0
嘉應傳承(J075),0,6,3,27.9,0.0
嘉嘉友福(K456),0,8,1,27.0,0.0
嘉冠王(K116),0,7,1,28.2,0.0
喜駿銀星(K221),0,1,0,103.0,0.0
喜豐年(L185),0,3,0,118.3,0.0
喜行(K399),0,8,2,66.1,0.0
喜至寶(H262),0,7,0,40.4,0.0
紫辰之星(L149),0,6,1,29.2,0.0
紫荊歡呼(J139),0,4,0,17.0,0.0
紫荊戰士(L263),0,2,0,66.0,0.0
紫荊傳令(L108),0,5,1,9.0,0.0
美獅魚(L176),0,2,0,42.0,0.0
美好夢想(K329),0,3,0,26.0,0.0
美周郎(K337),0,5,0,106.0,0.0
繼往開來(L096),0,5,0,43.4,0.0
總統輝煌(L241),0,2,0,62.5,0.0
縱橫天下(G123),0,2,0,81.0,0.0
縱橫大兄(L012),0,6,1,13.3,0.0
綻放的心(K055),0,7,0,59.1,0.0
維港智能(G404),0,11,0,95.8,0.0
綫路高高(L002),0,4,0,46.8,0.0
綫路達飛(J501),0,8,0,78.2,0.0
綫路福將(K526),0,6,1,17.3,0.0
綫路樂樂(K482),0,3,0,115.7,0.0
綫路光驊(H487),0,7,0,18.3,0.0
綠茵明珠(K460),0,2,0,60.0,0.0
綠色鐵驥(L255),0,1,0,56.0,0.0
喜樂之星(L235),0,5,0,53.0,0.0
喜意(L197),0,1,0,73.0,0.0
問鼎巔峰(K044),0,10,0,71.1,0.0
唯美主義(H289),0,12,0,32.8,0.0
哥倫布(K355),0,8,3,9.5,0.0
哈羅威(J280),0,11,3,12.9,0.0
和平波(J245),0,6,1,36.0,0.0
和光同塵(L076),0,4,0,101.8,0.0
君達得(H392),0,8,4,12.1,0.0
君至酷(L008),0,1,0,80.0,0.0
君智盛(J213),0,11,2,13.6,0.0
美麗登場(L260),0,2,1,4.6,0.0
美麗歡聲(H066),0,8,1,16.7,0.0
美麗星晨(K491),0,7,4,8.6,0.0
美麗多盈(G477),0,7,0,29.9,0.0
美麗同享(E058),0,10,1,53.2,0.0
名揚四海(L219),0,2,0,64.0,0.0
名城潮流(L914),0,1,0,5.7,0.0
同滿滿(G400),0,1,0,5.2,0.0
同樣世界(L329),0,1,0,20.0,0.0
同有運(H349),0,11,0,38.7,0.0
同心同夢(L215),0,3,0,63.0,0.0
同心(K253),0,4,0,87.2,0.0
同寶寶(H386),0,11,1,18.5,0.0
自力更生(G209),0,8,1,50.2,0.0
胡椒軍曹(E432),0,6,0,40.8,0.0
背背龍(H374),0,3,0,28.3,0.0
聖托里尼(J076),0,2,0,77.5,0.0
老鼠斑(L233),0,1,1,13.0,0.0
耀寶(J437),0,4,0,31.9,0.0
翼羽陽明(K303),0,5,1,8.8,0.0
翹峯(H441),0,6,1,14.9,0.0
英勇名駒(K042),0,2,0,31.0,0.0
花香月明(K276),0,5,0,38.6,0.0
花果猴王(H455),0,5,1,21.8,0.0
艾莉奧(G223),0,14,3,36.9,0.0
艾彼奧(K193),0,8,0,43.2,0.0
良言一句(K569),0,3,0,87.0,0.0
舞林密碼(G365),0,6,2,11.3,0.0
致力之城(L210),0,3,1,5.2,0.0
至高心得(J395),0,10,1,54.0,0.0
至臻完美(K273),0,6,0,60.5,0.0
至旺財(H273),0,8,3,5.6,0.0
至尊高超(J443),0,8,3,12.0,0.0
至合拍(J253),0,6,3,9.5,0.0
自然動力(K256),0,5,0,97.8,0.0
自強不息(H337),0,3,0,49.3,0.0
名醫(L909),0,1,0,34.0,0.0
華麗再贏(L087),0,5,1,44.6,0.0
吉星騎士(K518),0,8,0,101.1,0.0
合夥奔馳(H408),0,7,2,90.3,0.0
可期而遇(J477),0,5,0,10.5,0.0
古惑大師(J541),0,13,1,23.6,0.0
友駿同心(L214),0,1,0,20.0,0.0
友運行(K139),0,6,0,83.7,0.0
友贏威馳(L172),0,6,1,49.0,0.0
友聲友色(K441),0,2,0,75.5,0.0
友盈勇者(J382),0,3,0,51.0,0.0
華美之威(J193),0,10,2,10.8,0.0
華夏俊馬(K433),0,1,0,3.1,0.0
莊家班(L115),0,6,0,98.8,0.0
英駿威楓(K501),0,3,0,74.0,0.0
英雄豪邁(G394),0,7,1,21.7,0.0
英勇快車(J244),0,1,0,18.0,0.0
話你知(G392),0,8,1,19.5,0.0
解碼(K359),0,3,0,19.7,0.0
觀萬象(L060),0,2,0,112.5,0.0
見義勇為(K493),0,3,0,87.7,0.0
表廠傳奇(L313),0,1,0,24.0,0.0
衝上雲霄(J173),0,2,0,5.6,0.0
行運加持(L018),0,5,0,86.0,0.0
螢影飛馳(K228),0,3,0,45.3,0.0
藍爵爺(J448),0,4,0,23.0,0.0
蓮蓮日上(K375),0,1,0,78.0,0.0
蒙面舞會(L919),0,1,1,5.6,0.0
萬里鵬躍(L009),0,5,0,122.6,0.0
萬里雲(K279),0,8,0,55.1,0.0
萬眾開心(H208),0,7,1,17.3,0.0
萬事得意(K171),0,8,0,81.9,0.0
萬事勝利(L163),0,7,0,80.3,0.0
豪邁先登(L180),0,2,0,55.5,0.0
又龍串鳳(E461),0,2,0,62.0,0.0
又要威(K522),0,2,0,104.5,0.0
博愛先鋒(G465),0,8,1,23.9,0.0
南莊堡(K015),0,3,0,47.2,0.0
南區旺(H178),0,8,1,21.2,0.0
南加名城(L911),0,1,0,12.0,0.0
卓越蒨鋒(J231),0,7,3,21.9,0.0
千禧龍(L339),0,1,0,37.0,0.0
千杯敬典(H321),0,9,1,31.1,0.0
千杯(J482),0,9,2,37.3,0.0
十力(K200),0,10,0,50.2,0.0
豐盛多彩(G301),0,2,0,41.5,0.0
豐盛(J399),0,4,1,10.2,0.0
謙謙君子(G352),0,9,3,12.4,0.0
論文(H111),0,2,1,31.0,0.0
超加加(J486),0,10,2,26.0,0.0
超力量(J285),0,2,1,9.4,0.0
赤風驪(L093),0,8,1,49.3,0.0
赤海(L195),0,3,2,5.9,0.0
赤壁(K092),0,4,0,39.2,0.0
贏得爽(K211),0,7,1,41.4,0.0
贏得威楓(L248),0,4,0,81.5,0.0
贏完又贏(K512),0,3,0,137.0,0.0
質數(J352),0,1,0,30.0,0.0
賢者福星(L078),0,5,0,106.2,0.0
賢者無敵(H301),0,8,2,30.9,0.0
賢者威楓(K040),0,8,3,6.9,0.0
賢心星(J159),0,8,2,9.6,0.0
賀龍飛翔(K345),0,4,0,61.8,0.0
財富非凡(L057),0,5,0,102.8,0.0
豬膶燒賣(K179),0,1,0,171.0,0.0
越駿齊歡(L079),0,7,0,91.7,0.0
越駿聯歡(L202),0,1,0,44.0,0.0
越駿歡欣(G446),0,4,3,22.2,0.0
超風速(J205),0,6,2,11.6,0.0
超霸勝(H069),0,6,0,19.3,0.0
超輕鬆(L148),0,4,1,14.8,0.0
超越夢想(K046),0,2,0,43.0,0.0
超超比(H109),0,2,0,23.5,0.0
超眼光(J258),0,4,1,24.7,0.0
超步速(K349),0,6,0,91.3,0.0
超智多寶(K541),0,7,0,151.1,0.0
超旺財(J194),0,4,1,31.0,0.0
超強六十(J071),0,6,1,11.3,0.0
超勝無敵(K386),0,8,1,16.8,0.0
超勁熊威(L192),0,1,0,108.0,0.0
超勁火力(J184),0,5,0,54.1,0.0
輕鬆大少(J319),0,5,1,31.3,0.0
蹺妙(L031),0,6,0,62.0,0.0
北美勇族(L917),0,1,0,367.0,0.0
北海盜(H233),0,9,1,26.8,0.0
北極之錶(L211),0,2,0,105.5,0.0
北斗福星(L238),0,4,0,25.2,0.0
包裝福星(J454),0,5,1,15.3,0.0
包裝旋風(H137),0,8,2,26.9,0.0
包裝戰仕(L112),0,7,0,13.7,0.0
包裝天將(J277),0,5,1,39.4,0.0
包裝創新(K085),0,4,0,25.6,0.0
勤德皆備(L270),0,4,0,10.7,0.0
路路勁(K315),0,5,1,12.7,0.0
跨境寶馬(K008),0,3,2,4.9,0.0
跑得好快(J020),0,9,1,26.2,0.0
趣盈(K539),0,6,0,115.7,0.0
遠觀天象(K910),0,1,0,3.0,0.0
遙遙領先(J263),0,9,3,13.3,0.0
過關勇士(K429),0,10,2,10.7,0.0
運籌帷幄(K090),0,8,1,64.0,0.0
運來勇士(H229),0,9,0,46.0,0.0
運來伍寶(J153),0,9,2,22.5,0.0
連連歡呼(G195),0,1,0,13.0,0.0
連連幸運(K010),0,6,3,9.0,0.0
連連好運(K500),0,8,0,97.8,0.0
逆市奇爸(E321),0,5,0,60.0,0.0
追風(J227),0,8,0,15.6,0.0
迅意(K250),0,7,1,26.7,0.0
辣得駕勢(G203),0,1,0,21.0,0.0
辣得金(J087),0,10,1,14.9,0.0
辣得爽利(L086),0,1,0,114.0,0.0
辣得快(K581),0,3,1,23.3,0.0
勁砲王(K543),0,3,0,89.7,0.0
勁爽(J003),0,7,2,17.6,0.0
加州陽光(J129),0,1,0,37.0,0.0
加州熱浪(K477),0,9,2,37.8,0.0
勝於藍(K476),0,4,0,84.5,0.0
勝在當下(K532),0,7,1,23.1,0.0
勝在有型(K241),0,4,0,79.2,0.0
勝利君子(L061),0,2,0,50.5,0.0
勇進駒(K575),0,3,0,66.7,0.0
勇者無敵(K217),0,8,2,39.8,0.0
勇敢孖寶(K421),0,9,0,38.0,0.0
勇威神駒(G471),0,6,1,14.7,0.0
遨遊首領(L001),0,1,0,12.0,0.0
遨遊波士(K321),0,8,1,10.9,0.0
遨遊武士(J026),0,6,0,59.0,0.0
遠飛標槍(K923),0,1,1,4.2,0.0
金蘭兄弟(K510),0,4,0,104.5,0.0
金絲楠木(K527),0,2,0,74.5,0.0
金發盛世(E490),0,10,1,31.5,0.0
金獅大俠(L082),0,5,0,53.8,0.0
金津寶駒(L157),0,3,0,176.0,0.0
金德義(H106),0,7,0,11.9,0.0
金勝名駒(H461),0,8,1,42.4,0.0
量子力奇(L268),0,2,0,3.8,0.0
里見夢境(K907),0,2,1,61.5,0.0
醒目先駒(K006),0,8,4,7.7,0.0
酷霸王(H460),0,4,0,18.2,0.0
鄉村樂韻(H436),0,4,0,33.2,0.0
都靈福星(H165),0,6,0,34.7,0.0
勁駿齊心(K219),0,5,0,98.2,0.0
勁駿騰飛(L314),0,1,0,46.0,0.0
勁者(J523),0,5,0,36.0,0.0
金駿星(H470),0,5,0,37.0,0.0
加州星皓(J132),0,7,2,16.8,0.0
加州得力(G451),0,10,0,20.5,0.0
加州報捷(K509),0,1,0,38.0,0.0
加州動員(H418),0,6,1,26.4,0.0
劍飛聲(L097),0,8,0,96.0,0.0
創寶駒(L161),0,5,3,5.0,0.0
利高八斗(K542),0,2,2,9.9,0.0
利森名園(J814),0,1,0,43.0,0.0
利不可擋(J458),0,4,0,56.0,0.0
凱皇寶(K396),0,5,0,31.1,0.0
金駒永騰(J398),0,7,2,19.6,0.0
金風萬里(K150),0,8,2,12.8,0.0
金鑽八十(J521),0,1,0,43.0,0.0
金運齊來(L026),0,4,0,110.2,0.0
金運來(H159),0,6,1,9.7,0.0
凝妙星(K444),0,10,3,6.0,0.0
冬季獅(L904),0,1,0,18.0,0.0
冠輝皇(K269),0,2,0,81.5,0.0
共同輝煌(J429),0,4,0,73.8,0.0
共創歡欣(L118),0,9,1,65.2,0.0
共享富裕(J390),0,5,0,16.4,0.0
六月豪取(L924),0,1,0,35.0,0.0
銳行星(L308),0,1,1,3.4,0.0
銳一(J037),0,10,3,5.8,0.0
銀騰(J078),0,3,1,26.3,0.0
銀騎士(L236),0,2,0,17.5,0.0
銀進(G266),0,9,0,13.4,0.0
銀皇興標(H420),0,5,0,50.8,0.0
銀火箭(K220),0,2,0,107.5,0.0
銀光奔騰(K425),0,7,0,166.4,0.0
金鼓大班(K506),0,1,0,29.0,0.0
閃光燈(J500),0,7,1,32.4,0.0
長勝隊長(K379),0,5,1,24.2,0.0
長勝威龍(J464),0,5,0,47.6,0.0
鑽飾閃耀(L182),0,2,0,23.5,0.0
鑽石星空(J275),0,6,1,13.6,0.0
鑽得勝(K216),0,8,0,32.6,0.0
錶之無限(L100),0,4,0,121.2,0.0
錶之梵星(L104),0,1,0,23.0,0.0
錶之星球(K151),0,3,0,9.1,0.0
錶之多多(H476),0,5,1,14.4,0.0
錢程萬里(K212),0,3,0,105.7,0.0
鋼鐵安防(L174),0,3,0,77.3,0.0
鋒王(J101),0,2,0,75.0,0.0
鋁主角(L319),0,2,0,22.5,0.0
銳高(J375),0,8,1,24.1,0.0
凱旋王者(K240),0,7,2,19.4,0.0
開心旺財(L045),0,4,0,45.0,0.0
開心寶寶(J142),0,5,1,83.2,0.0
開心孖寶(K475),0,7,1,38.3,0.0
六三千里(K513),0,3,0,86.3,0.0
八里旺(J243),0,12,3,71.9,0.0
八心之星(K536),0,7,1,73.9,0.0
八仟財陞(J442),0,10,2,40.0,0.0
全能勇士(L245),0,1,0,6.3,0.0
光輝所願(H373),0,2,0,16.5,0.0
